project_id,product_name,final_object_type,route,required_source_roles,observed_source_roles,prior_binding_missing_roles,application_assigned_roles,unassigned_source_roles,prior_binding_role_coverage_ratio,application_role_coverage_ratio,source_count,strong_source_examples,source_utilization_status,source_application_priority,distinctive_component_to_bolster,how_sources_should_bolster_project,claim_boundary,next_source_application_step
mb-internal-operating-support-024,Internal Operating Support Packet 024,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,3,"God, Time, and Knowledge William Hasker",application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 024,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-025,Internal Operating Support Packet 025,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.333,1.0,3,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 025,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-026,Internal Operating Support Packet 026,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.333,1.0,3,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 026,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-027,Internal Operating Support Packet 027,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,3,"God, Time, and Knowledge William Hasker",application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 027,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-028,Internal Operating Support Packet 028,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,3,"God, Time, and Knowledge William Hasker",application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 028,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-029,Internal Operating Support Packet 029,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.333,1.0,3,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 029,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-030,Internal Operating Support Packet 030,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.333,1.0,3,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 030,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-031,Internal Operating Support Packet 031,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,3,"God, Time, and Knowledge William Hasker",application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 031,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-032,Internal Operating Support Packet 032,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,3,"God, Time, and Knowledge William Hasker",application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 032,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-033,Internal Operating Support Packet 033,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.333,1.0,3,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 033,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-034,Internal Operating Support Packet 034,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.333,1.0,3,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 034,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-035,Internal Operating Support Packet 035,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,3,"God, Time, and Knowledge William Hasker",application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 035,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-internal-operating-support-036,Internal Operating Support Packet 036,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,3,"God, Time, and Knowledge William Hasker",application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Internal Operating Support Packet 036,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-the-interval-chamber-of-refraction-handoff-v1,Interval Chamber of Refraction,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,4,Children in the Holocaust and Its Aftermath Historical and Psychological Studies of the Kestenberg Archive Sharon Kangisser Cohen et al,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Interval Chamber of Refraction,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Introduces Vivarium codename; contradiction-graph table,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Judgment/status pass; L-01..L-04 non-blocking limitations,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deter...,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,"Packet promotion decision proof: Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Work...","Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Leanest blueprint-only; only with named rollback doc,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,research workflow software module,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.4,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Room instrument transition proof: Lossless Study Room,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),research workflow software module,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,domain grounding | technical mechanism,method authority | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,2,Attachment and Bonding A New Synthesis C. Sue Carter,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Lossless Synthesis (Magnum Opus Scriptorium),"Use sources to test retrieval as scholarly warrant rather than as fluent search. The proof must show corpus boundary, retrieved passage, evidence score, negative-space finding, abstention case, and claim boundary.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,research workflow software module,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.4,1.0,2,(Intelligence and the Quest for Security) Loch K. Johnson Strategic Intelligence [Five Volumes]. vol 1 5 Praeger (2006) | (Intelligence and the Quest for Security) Loch K. Johnson Strategic Intelligence [Five Volumes]. vol 1 5 Praeger (2006) (3),application-complete but close-read or bibliographic verification remains,high,Counterintelligence analytic-variable proof: Mashup Intelligence Room,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-master-bundle-pages,Master Bundle Pages,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.333,1.0,3,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Master Bundle Pages,"Use sources to govern packet promotion: identity, provenance, extraction status, authority level, project route, duplicate risk, and the next build decision for each bundle item.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-mongol,Mongol Empire Military Systems,research workflow software module,nexus,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,technical mechanism | counter-source or limitation,method authority | evaluation standard | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.4,1.0,2,"(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC | Statebuilding and Counterinsurgency in Oman Political, Military and Diplomatic Relations at the End of Empire James Worrall",application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Mongol Empire Military Systems,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,"This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-redteamlab-packet1-proper-handoff-done,Most implementation-ready: .patch + full files + snapshot + SQL verification + validation,source governance or packet-routing system,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism | close-read requirement,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.429,1.0,4,(Military Profiles) Dennis Showalter William J. Astore Hindenburg Icon of German Militarism Potomac Books Inc. (2005) PDOC,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Most implementation-ready: .patch + full files + snapshot + SQL verif...,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority,technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.167,1.0,1,,application-complete but close-read or bibliographic verification remains,high,"Packet promotion decision proof: Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new...","Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,source governance or packet-routing system,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,method authority | domain grounding | technical mechanism | close-read requirement,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge | close-read requirement,,0.5,1.0,4,A Companion to Narrative Theory James Phelan et al | A Companion to Narrative Theory James Phelan et al (2) | A Reader of Narrative and Critical Lenses on Intercultural Teaching and Learning Candace Schlein PDOC,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Narrative Furnace,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Only one WITHOUT the 802 KB nested archive; Build 02 scope,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,technical mechanism | close-read requirement,method authority | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.167,1.0,2,OceanofPDF.com The Sources of Military Doctrine France Britain and Germany Between the World Wars Barry R Posen PDOC,application-complete but close-read or bibliographic verification remains,high,"Counterintelligence analytic-variable proof: Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" wo...","Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Only one with 07_Derivative_Handoff/; richest SQL DDL,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Only one with Build_02-Build_05 sequenced operator guides,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,"Structured-analytic technique replay: Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming","Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-handoff-package-v1-2026-04-11,Only one with V1_ROOM_CONSTITUTION.md,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,Creating a Constitution Transcrip (2021 01 02 03 51 07 UTC),application-complete but close-read or bibliographic verification remains,high,Room instrument transition proof: Only one with V1_ROOM_CONSTITUTION.md,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
native-mideast,Ottoman Palestine and Early Zionism,research workflow software module,nexus,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,technical mechanism,method authority | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Ottoman Palestine and Early Zionism,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,"This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,research workflow software module,master_bundle,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | adversarial model | evaluation standard | counter-source or limitation | source-to-output bridge,,0.333,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Posture Compass 5-axis instrument; framing_tensions/rival_framing col...,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,research workflow software module,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism,evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.4,1.0,2,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Prism Chamber,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
mb-murano-os-prism-foundry-handoff,Prism Foundry,research workflow software module,master_bundle,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,technical mechanism,method authority | evaluation standard | counter-source or limitation | source-to-output bridge,method authority | technical mechanism | evaluation standard | counter-source or limitation | source-to-output bridge,,0.2,1.0,1,,application-complete but close-read or bibliographic verification remains,high,Packet promotion decision proof: Prism Foundry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.","This is a full-build plan, not a claim that the full operational system has already been completed.",complete top close-read note and convert the assigned role applications into output changes
