project_id,product_name,role,role_plain_name,role_status,source_candidate_to_apply,source_assignment_status,application_rule,project_specific_application,output_it_must_change,test_or_check_it_must_govern,claim_ceiling,next_artifact_to_create,public_claim_allowed_now
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,"Wartime Captivity in the 20th Century Archives, Stories, Memories Anne Marie Pathé et al",repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Wartime Captivity in the 20th Century Archives, Stories, Memories Anne Marie Pathé et al as counter-source or limitation for Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLAN....","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,"Wartime Captivity in the 20th Century Archives, Stories, Memories Anne Marie Pathé et al",repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use Wartime Captivity in the 20th Century Archives, Stories, Memories Anne Marie Pathé et al as source-to-output bridge for Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLAN....","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,close-read requirement,Close-read requirement,missing - assigned as next application need,On the History of Film Style,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.","Use On the History of Film Style as close-read requirement for Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md: Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed. The immediate application target is Packet promotion decision proof: Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLAN....","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,method authority,Method authority,observed,Libraries of the Mind,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use Libraries of the Mind as method authority for First fully-exploded Master_Package tree; Baltic Grey Zone materials: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: First fully-exploded Master_Package tree; Baltic Grey Zone materials.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,technical mechanism,Technical mechanism,observed,Encyclopedia of GIS,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.","Use Encyclopedia of GIS as technical mechanism for First fully-exploded Master_Package tree; Baltic Grey Zone materials: Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible. The immediate application target is Packet promotion decision proof: First fully-exploded Master_Package tree; Baltic Grey Zone materials.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,adversarial model,Adversarial model,missing - assigned as next application need,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use Hybrid Intelligence for Image Analysis and Understanding as adversarial model for First fully-exploded Master_Package tree; Baltic Grey Zone materials: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Packet promotion decision proof: First fully-exploded Master_Package tree; Baltic Grey Zone materials.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,evaluation standard,Evaluation standard,missing - assigned as next application need,Peace Education From the Grassroots,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use Peace Education From the Grassroots as evaluation standard for First fully-exploded Master_Package tree; Baltic Grey Zone materials: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: First fully-exploded Master_Package tree; Baltic Grey Zone materials.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,Building Imaginary Worlds,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Building Imaginary Worlds as counter-source or limitation for First fully-exploded Master_Package tree; Baltic Grey Zone materials: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: First fully-exploded Master_Package tree; Baltic Grey Zone materials.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,Libraries of the Mind,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use Libraries of the Mind as source-to-output bridge for First fully-exploded Master_Package tree; Baltic Grey Zone materials: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: First fully-exploded Master_Package tree; Baltic Grey Zone materials.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,method authority,Method authority,observed,Peace Education From the Grassroots,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use Peace Education From the Grassroots as method authority for Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deter....","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,technical mechanism,Technical mechanism,observed,Principles of Microeconomics,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.","Use Principles of Microeconomics as technical mechanism for Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay: Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible. The immediate application target is Packet promotion decision proof: Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deter....","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,adversarial model,Adversarial model,missing - assigned as next application need,Intelligence and Information Policy for National Security: Key Terms and Concepts,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use Intelligence and Information Policy for National Security: Key Terms and Concepts as adversarial model for Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Packet promotion decision proof: Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deter....","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,evaluation standard,Evaluation standard,missing - assigned as next application need,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use International Encyclopedia of Social & Behavioral Sciences as evaluation standard for Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deter....","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,Intelligence and Information Policy for National Security: Key Terms and Concepts,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Intelligence and Information Policy for National Security: Key Terms and Concepts as counter-source or limitation for Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deter....","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,On the History of Film Style,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use On the History of Film Style as source-to-output bridge for Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deter....","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,method authority,Method authority,observed,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use International Encyclopedia of Social & Behavioral Sciences as method authority for Only one with 07_Derivative_Handoff/; richest SQL DDL: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Only one with 07_Derivative_Handoff/; richest SQL DDL.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,technical mechanism,Technical mechanism,observed,Building Imaginary Worlds,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.","Use Building Imaginary Worlds as technical mechanism for Only one with 07_Derivative_Handoff/; richest SQL DDL: Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible. The immediate application target is Packet promotion decision proof: Only one with 07_Derivative_Handoff/; richest SQL DDL.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,adversarial model,Adversarial model,missing - assigned as next application need,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use Hybrid Intelligence for Image Analysis and Understanding as adversarial model for Only one with 07_Derivative_Handoff/; richest SQL DDL: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Packet promotion decision proof: Only one with 07_Derivative_Handoff/; richest SQL DDL.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,evaluation standard,Evaluation standard,missing - assigned as next application need,Principles of Microeconomics,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use Principles of Microeconomics as evaluation standard for Only one with 07_Derivative_Handoff/; richest SQL DDL: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Only one with 07_Derivative_Handoff/; richest SQL DDL.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,Building Imaginary Worlds,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use Building Imaginary Worlds as counter-source or limitation for Only one with 07_Derivative_Handoff/; richest SQL DDL: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: Only one with 07_Derivative_Handoff/; richest SQL DDL.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,Art and Fear,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use Art and Fear as source-to-output bridge for Only one with 07_Derivative_Handoff/; richest SQL DDL: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: Only one with 07_Derivative_Handoff/; richest SQL DDL.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,method authority,Method authority,observed,A Tradecraft Primer Structured Analytic Techniques (2),observed_project_binding,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use A Tradecraft Primer Structured Analytic Techniques (2) as method authority for Flat structure; 01_GOVERNING_SOURCES/ + flattened live files: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is state model.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,technical mechanism,Technical mechanism,observed,Peace Education From the Grassroots,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.","Use Peace Education From the Grassroots as technical mechanism for Flat structure; 01_GOVERNING_SOURCES/ + flattened live files: Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible. The immediate application target is Packet promotion decision proof: Flat structure; 01_GOVERNING_SOURCES/ + flattened live files.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,adversarial model,Adversarial model,missing - assigned as next application need,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use International Encyclopedia of Social & Behavioral Sciences as adversarial model for Flat structure; 01_GOVERNING_SOURCES/ + flattened live files: Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Packet promotion decision proof: Flat structure; 01_GOVERNING_SOURCES/ + flattened live files.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,evaluation standard,Evaluation standard,missing - assigned as next application need,A Tradecraft Primer Structured Analytic Techniques (2),repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use A Tradecraft Primer Structured Analytic Techniques (2) as evaluation standard for Flat structure; 01_GOVERNING_SOURCES/ + flattened live files: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Flat structure; 01_GOVERNING_SOURCES/ + flattened live files.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,counter-source or limitation,Counter-source or limitation,missing - assigned as next application need,A Tradecraft Primer Structured Analytic Techniques (2),repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Use A Tradecraft Primer Structured Analytic Techniques (2) as counter-source or limitation for Flat structure; 01_GOVERNING_SOURCES/ + flattened live files: Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims. The immediate application target is Packet promotion decision proof: Flat structure; 01_GOVERNING_SOURCES/ + flattened live files.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,source-to-output bridge,Source-to-output bridge,missing - assigned as next application need,A Tradecraft Primer Structured Analytic Techniques (2),repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Use A Tradecraft Primer Structured Analytic Techniques (2) as source-to-output bridge for Flat structure; 01_GOVERNING_SOURCES/ + flattened live files: State exactly which page, chapter, module, output, decision, or sentence the source changes. The immediate application target is Packet promotion decision proof: Flat structure; 01_GOVERNING_SOURCES/ + flattened live files.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,close-read requirement,Close-read requirement,missing - assigned as next application need,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.","Use Hybrid Intelligence for Image Analysis and Understanding as close-read requirement for Flat structure; 01_GOVERNING_SOURCES/ + flattened live files: Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed. The immediate application target is Packet promotion decision proof: Flat structure; 01_GOVERNING_SOURCES/ + flattened live files.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",method authority,Method authority,observed,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule.","Use Hybrid Intelligence for Image Analysis and Understanding as method authority for Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A"": Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Counterintelligence analytic-variable proof: Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PL....","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",technical mechanism,Technical mechanism,observed,Intelligence and Information Policy for National Security: Key Terms and Concepts,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.","Use Intelligence and Information Policy for National Security: Key Terms and Concepts as technical mechanism for Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A"": Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible. The immediate application target is Counterintelligence analytic-variable proof: Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PL....","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",adversarial model,Adversarial model,missing - assigned as next application need,Encyclopedia of World History,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Use Encyclopedia of World History as adversarial model for Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A"": Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure. The immediate application target is Counterintelligence analytic-variable proof: Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PL....","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",evaluation standard,Evaluation standard,missing - assigned as next application need,Encyclopedia of GIS,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Use Encyclopedia of GIS as evaluation standard for Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A"": Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Counterintelligence analytic-variable proof: Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PL....","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,Routing-level source application only until passage-level close reading verifies support.,one close-read note plus one before/after output or proof-rule change,May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
