project_id,product_name,prior_missing_role,candidate_source,source_assignment_status,why_it_matters,proof_component_to_strengthen,required_output,claim_risk_if_missing
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,evaluation standard,Building Imaginary Worlds,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Judgment/status pass; L-01..L-04 non-blocking limitations,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,source-to-output bridge,Intelligence and Information Policy for National Security: Key Terms and Concepts,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Judgment/status pass; L-01..L-04 non-blocking limitations,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",adversarial model,Principles of Microeconomics,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Packet promotion decision proof: specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""A...","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",counter-source or limitation,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Packet promotion decision proof: specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""A...","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",evaluation standard,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Packet promotion decision proof: specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""A...","test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",source-to-output bridge,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Packet promotion decision proof: specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""A...","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",technical mechanism,Peace Education From the Grassroots,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.","Packet promotion decision proof: specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""A...","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,adversarial model,Encyclopedia of World History,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,counter-source or limitation,Peace Education From the Grassroots,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,evaluation standard,Building Imaginary Worlds,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,source-to-output bridge,On the History of Film Style,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,adversarial model,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Terminal packaging; full Refraction Chamber world design; --rt-* CSS...,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,counter-source or limitation,Encyclopedia of GIS,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Terminal packaging; full Refraction Chamber world design; --rt-* CSS...,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,evaluation standard,Encyclopedia of World History,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Terminal packaging; full Refraction Chamber world design; --rt-* CSS...,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,source-to-output bridge,Encyclopedia of GIS,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Terminal packaging; full Refraction Chamber world design; --rt-* CSS...,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,adversarial model,Encyclopedia of GIS,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Actual code patch: 170 KB unified diff + changed files,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,counter-source or limitation,Principles of Microeconomics,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Actual code patch: 170 KB unified diff + changed files,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,evaluation standard,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Actual code patch: 170 KB unified diff + changed files,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,source-to-output bridge,Art and Fear,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Actual code patch: 170 KB unified diff + changed files,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",adversarial model,Encyclopedia of GIS,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Packet promotion decision proof: Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new...","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",counter-source or limitation,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Packet promotion decision proof: Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new...","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",evaluation standard,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Packet promotion decision proof: Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new...","test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",source-to-output bridge,Peace Education From the Grassroots,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Packet promotion decision proof: Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new...","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",technical mechanism,Encyclopedia of World History,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.","Packet promotion decision proof: Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new...","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,adversarial model,On the History of Film Style,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Leanest blueprint-only; only with named rollback doc,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,counter-source or limitation,Intelligence and Information Policy for National Security: Key Terms and Concepts,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Leanest blueprint-only; only with named rollback doc,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,evaluation standard,Libraries of the Mind,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Leanest blueprint-only; only with named rollback doc,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,source-to-output bridge,Peace Education From the Grassroots,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Leanest blueprint-only; only with named rollback doc,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,adversarial model,On the History of Film Style,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Surgical patch package; 12 live source snapshots + 4 patch-plane specs,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,close-read requirement,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Identify which passages, pages, or concepts must be read before quotation, citation, or stronger literature-positioning is allowed.",Packet promotion decision proof: Surgical patch package; 12 live source snapshots + 4 patch-plane specs,"close-read note, citation record, passage ledger, or blocked-claim release condition","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,counter-source or limitation,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Surgical patch package; 12 live source snapshots + 4 patch-plane specs,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,evaluation standard,Encyclopedia of World History,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Surgical patch package; 12 live source snapshots + 4 patch-plane specs,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,source-to-output bridge,Building Imaginary Worlds,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Surgical patch package; 12 live source snapshots + 4 patch-plane specs,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,adversarial model,Principles of Microeconomics,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: RC1 wrapper; front-loaded 00_RC_Handoff/,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,counter-source or limitation,Libraries of the Mind,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: RC1 wrapper; front-loaded 00_RC_Handoff/,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,evaluation standard,Building Imaginary Worlds,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: RC1 wrapper; front-loaded 00_RC_Handoff/,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,source-to-output bridge,Principles of Microeconomics,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: RC1 wrapper; front-loaded 00_RC_Handoff/,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,adversarial model,Building Imaginary Worlds,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Packet promotion decision proof: Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,counter-source or limitation,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),repurposed_existing_project_source,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,evaluation standard,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),repurposed_existing_project_source,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,source-to-output bridge,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),repurposed_existing_project_source,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,adversarial model,On the History of Film Style,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.",Stub quarantine and build/no-build proof: Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,counter-source or limitation,Intelligence and Information Policy for National Security: Key Terms and Concepts,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Stub quarantine and build/no-build proof: Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,evaluation standard,Routledge Handbook of Forest Ecology,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Stub quarantine and build/no-build proof: Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,source-to-output bridge,On the History of Film Style,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Stub quarantine and build/no-build proof: Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",adversarial model,Building Imaginary Worlds,route_pack_candidate,"Extract attacker incentives, deception timing, poisoning pathway, saturation tactic, evasion strategy, or failure pressure.","Packet promotion decision proof: Frozen ""Durable Analytical Core""; 12/13-field models per surface","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",counter-source or limitation,On the History of Film Style,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.","Packet promotion decision proof: Frozen ""Durable Analytical Core""; 12/13-field models per surface","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",evaluation standard,Libraries of the Mind,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.","Packet promotion decision proof: Frozen ""Durable Analytical Core""; 12/13-field models per surface","test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",source-to-output bridge,Building Imaginary Worlds,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.","Packet promotion decision proof: Frozen ""Durable Analytical Core""; 12/13-field models per surface","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",technical mechanism,Encyclopedia of GIS,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.","Packet promotion decision proof: Frozen ""Durable Analytical Core""; 12/13-field models per surface","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),counter-source or limitation,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Script Atelier (v0),"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),evaluation standard,International Encyclopedia of Social & Behavioral Sciences,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Script Atelier (v0),"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),source-to-output bridge,Intelligence and Information Policy for National Security: Key Terms and Concepts,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Script Atelier (v0),"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),counter-source or limitation,On the History of Film Style,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: The Interval (remote violence),"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),evaluation standard,Art and Fear,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: The Interval (remote violence),"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),source-to-output bridge,Peace Education From the Grassroots,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: The Interval (remote violence),"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,counter-source or limitation,On the History of Film Style,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Tradecraft Foundry,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,evaluation standard,Hybrid Intelligence for Image Analysis and Understanding,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Tradecraft Foundry,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,source-to-output bridge,Encyclopedia of World History,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Tradecraft Foundry,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,technical mechanism,Principles of Microeconomics,route_pack_candidate,"Extract the data flow, system behavior, software constraint, retrieval path, scoring logic, or failure mode that must become visible.",Packet promotion decision proof: Tradecraft Foundry,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,counter-source or limitation,Encyclopedia of World History,route_pack_candidate,"Extract dissent, uncertainty, scope condition, failure mode, or rival interpretation; then narrow public claims.",Packet promotion decision proof: Western Myth Codex,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,evaluation standard,Routledge Handbook of Forest Ecology,route_pack_candidate,"Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate.",Packet promotion decision proof: Western Myth Codex,"test suite, acceptance criteria, scorecard, confidence rule, or release decision","project may look impressive but under-supported, over-general, or untestable on this role"
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,source-to-output bridge,Principles of Microeconomics,route_pack_candidate,"State exactly which page, chapter, module, output, decision, or sentence the source changes.",Packet promotion decision proof: Western Myth Codex,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact","project may look impressive but under-supported, over-general, or untestable on this role"
