project_id,project_title,product_name,project_kind,final_object_type,build_mode,runtime_target,operational_end_state,full_build_definition,minimum_operational_release,required_modules_to_build,source_application_count,passage_contract_count,source_status,source_actions_before_claim,test_suite,acceptance_tests,readiness_score,promotion_stage,current_status,launch_or_review_path,first_full_build,next_implementation_steps,public_claim_now,blocking_gates,claim_boundary,contract_href,flagship
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,Smallest addendum wrapper; 5-surface Core Analytical Workflow,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Smallest addendum wrapper; 5-surface Core Analytical Workflow: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,1,6 source-application rows; 1 active passage contracts; 0 unlocated source candidates.,"Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,limited public proof; needs stronger public-safe abstraction or new demonstrator,"Create or open the local runtime slice for `mb-muranoos-red-team-continuation-handoff-2026-04-11`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-continuation-handoff-2026-04-11/index.html,no
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""","Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Compact flat reference; 14 numbered authority docs; ""Workspace Depth I"": one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-continuation-handoff-2026-04-14`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-continuation-handoff-2026-04-14/index.html,no
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,Only one with Build_02-Build_05 sequenced operator guides,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Only one with Build_02-Build_05 sequenced operator guides: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11/index.html,no
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design): one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,1,6 source-application rows; 1 active passage contracts; 0 unlocated source candidates.,"Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-fresh-handoff-2026-04-16`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-fresh-handoff-2026-04-16/index.html,no
mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-handoff-execution-archive-2026-04-15`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-handoff-execution-archive-2026-04-15/index.html,no
mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,"Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)","Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)",master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine): one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18/index.html,no
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-handoff-package-ready-2026-04-11`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-handoff-package-ready-2026-04-11/index.html,no
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,Introduces Vivarium codename; contradiction-graph table,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Introduces Vivarium codename; contradiction-graph table: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14/index.html,no
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""","Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore"": one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-lab-handoff-package-2026-04-17`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-lab-handoff-package-2026-04-17/index.html,no
mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,Smallest doc-pack; paired .md + .rs/.ts draft patches,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Smallest doc-pack; paired .md + .rs/.ts draft patches: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-phase-ii-handoff-2026-04-15`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-phase-ii-handoff-2026-04-15/index.html,no
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming","Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11/index.html,no
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Posture Compass 5-axis instrument; framing_tensions/rival_framing columns: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-phaseii-handoff-2026-04-14`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-phaseii-handoff-2026-04-14/index.html,no
mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""","Strictest 4-quadrant authority layer; ""Durable Workspace Core""",master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Strictest 4-quadrant authority layer; ""Durable Workspace Core"": one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-proper-handoff-2026-04-14`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-proper-handoff-2026-04-14/index.html,no
mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,Triple-layer (zip+tree+addendum); 3-pass ledger,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of Triple-layer (zip+tree+addendum); 3-pass ledger: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-proper-handoff-2026-04-15`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-proper-handoff-2026-04-15/index.html,no
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,First fully-exploded Master_Package tree; Baltic Grey Zone materials,master-bundle artifact / archive router,research workflow software module,software or application build,local-first web application or desktop module with persistent project state,"A researcher can enter a project, use named instruments, observe state changes, and export a governed work product.","A runnable local or web application with a defined user flow, input fixture, persisted or exportable output, source-bound mechanism, acceptance tests, and a reviewer-visible claim ceiling.","A runnable slice of First fully-exploded Master_Package tree; Baltic Grey Zone materials: one complete workflow from input to output, with fixture, state record, export, acceptance test, and source-bound claim boundary.",state model | instrument action | before/after trace | export gate,6,2,6 source-application rows; 2 active passage contracts; 0 unlocated source candidates.,"Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",claim ceiling test: public claims cannot exceed built evidence | source test: metadata-routed sources require close reading before citation or quotation | privacy test: no local paths or private directories in public deploy | state-transition test: visible input changes recorded state and output,"Open or run the application slice; feed the fixture; verify output artifact, state persistence or export, error boundary, and source-governed acceptance condition.",77,prototype-to-full-build; source and capture checks still govern release language,source-backed proof build; needs source-to-output capture and close-read strengthening,"Create or open the local runtime slice for `mb-muranoos-red-team-proper-handoff-archive-2026-04-13`, then execute the fixture-to-output workflow and capture the result.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.",1. create or confirm runtime data schema; 2. implement one end-to-end fixture; 3. capture proof artifact; 4. run source and claim-ceiling gates; 5. publish reviewer-safe demo,May claim a prototype-to-full-build path exists; do not claim completed operational system.,passage-level close-read notes | captured runnable workflow,"This is a full-build plan, not a claim that the full operational system has already been completed.",project_contracts/mb-muranoos-red-team-proper-handoff-archive-2026-04-13/index.html,no
