implementation_id,project_id,engine_id,instrument_id,instrument_name,operation_type,operation_description,falsifier,implementation_sha256
mb-sophisticated-expression-lexicon-handoff-instrument-03-implementation,mb-sophisticated-expression-lexicon-handoff,mb-sophisticated-expression-lexicon-handoff-room-engine,mb-sophisticated-expression-lexicon-handoff-instrument-03,route selector,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",256a6f74d6ed64c8f7c95f0494a6cac3b7774a3ddbc989a0bd3fcdff41c58a3e
mb-sophisticated-expression-lexicon-handoff-instrument-04-implementation,mb-sophisticated-expression-lexicon-handoff,mb-sophisticated-expression-lexicon-handoff-room-engine,mb-sophisticated-expression-lexicon-handoff-instrument-04,promotion decision,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",47c464b1178d1d88733d8e8b47f4aa23edd92b66f3411e6c2e03d44c8e63012d
native-atanalysis-instrument-01-implementation,native-atanalysis,native-atanalysis-room-engine,native-atanalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",bba1fffb6949369ef74447a6d99876d009b419cc7061e23f889c0ba29a8c4f8e
native-atanalysis-instrument-02-implementation,native-atanalysis,native-atanalysis-room-engine,native-atanalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",8d56fa15bda7f3f53c932f47a8032863f9d8f5db7b2cd9507b60526eb98b6986
native-atanalysis-instrument-03-implementation,native-atanalysis,native-atanalysis-room-engine,native-atanalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0e2e56aed28bed5f59a8c4ea9665d7211f88d23bfe11a5f032d8a6c80760f08f
native-atanalysis-instrument-04-implementation,native-atanalysis,native-atanalysis-room-engine,native-atanalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",612459b4fb29472f48684100d824270221a029d344164070c1494ca18f4bca5d
native-cianalysis-instrument-01-implementation,native-cianalysis,native-cianalysis-room-engine,native-cianalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",37d782fcb5d829a232bd111ee1f93465bfaac50c98070da490cd3a73f522781f
native-cianalysis-instrument-02-implementation,native-cianalysis,native-cianalysis-room-engine,native-cianalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",2b1edf9b5c383df340713a21feeb806b3e6f5f79a21873f332ba6c7a84eb9eb2
native-cianalysis-instrument-03-implementation,native-cianalysis,native-cianalysis-room-engine,native-cianalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",32bd8f0440f13249afbc2699f78bda8dbadceb84b4641272b29eda28eb54d8f2
native-cianalysis-instrument-04-implementation,native-cianalysis,native-cianalysis-room-engine,native-cianalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",cd6704f92d264d8c7d3960907b6b9a948662500164535f7f86547cb1d0d949c2
native-cmanalysis-instrument-01-implementation,native-cmanalysis,native-cmanalysis-room-engine,native-cmanalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0e45fea7fa98d0602d3ae275ed707c9a6e83b935c4982e53c279958cff86de3c
native-cmanalysis-instrument-02-implementation,native-cmanalysis,native-cmanalysis-room-engine,native-cmanalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",6eadcf36c600b1c9a24a180335c83b886d0846bda1ee70a9bd8a45bdcdaa36d5
native-cmanalysis-instrument-03-implementation,native-cmanalysis,native-cmanalysis-room-engine,native-cmanalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",bcf9e5a1dda5ed4d81671d949d89e325ac3517853b8e6e9a3e75efc7fe0b54f4
native-cmanalysis-instrument-04-implementation,native-cmanalysis,native-cmanalysis-room-engine,native-cmanalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",5ba95a5d51cf561dca3bc289d3f2376dddcd0027a1b73276d5c2ec2e0b994228
native-coanalysis-instrument-01-implementation,native-coanalysis,native-coanalysis-room-engine,native-coanalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",ddf5e0d48eb2616f74dd455926949568a78859de80ec09fc3836a16d4027acf2
native-coanalysis-instrument-02-implementation,native-coanalysis,native-coanalysis-room-engine,native-coanalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",b1ce62c95621b82a94550d4d9f4fc1818b3acc572116357654e7cdf090ff5a99
native-coanalysis-instrument-03-implementation,native-coanalysis,native-coanalysis-room-engine,native-coanalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",db7e18e5e88a8a1192ba6787ee5e40086819c72743eee7eeb4ad946f35558403
native-coanalysis-instrument-04-implementation,native-coanalysis,native-coanalysis-room-engine,native-coanalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",70f9dd566ebe82a25fb5fb166051ecc43ece8d649570af11f161e0305abd40ed
native-cyanalysis-instrument-01-implementation,native-cyanalysis,native-cyanalysis-room-engine,native-cyanalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0dd16c88639ba0b49a985df172de4df5f814ea26c60beba1c717834664d161ad
native-cyanalysis-instrument-02-implementation,native-cyanalysis,native-cyanalysis-room-engine,native-cyanalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",6d3fb0821235056dca1bdd9f17cad3d0fb7a3054034a26b71cb7d235e67c3001
native-cyanalysis-instrument-03-implementation,native-cyanalysis,native-cyanalysis-room-engine,native-cyanalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",70d6716da94ce313c2fdacd2671cf1fa014ab553945dc7a0f8656dd089eaef1b
native-cyanalysis-instrument-04-implementation,native-cyanalysis,native-cyanalysis-room-engine,native-cyanalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",372076b341559cf202e095527a6f923a645265510106afe787df8c33b443b854
native-ddianalysis-instrument-01-implementation,native-ddianalysis,native-ddianalysis-room-engine,native-ddianalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",17c2c0f0cc570a5c943549ed7f4021532643e4e7640953481afeb505ac94395b
native-ddianalysis-instrument-02-implementation,native-ddianalysis,native-ddianalysis-room-engine,native-ddianalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",ddd40689ab61251046c604d5c5dc1e9595ef440daa5b9338c719d29a216d5762
native-ddianalysis-instrument-03-implementation,native-ddianalysis,native-ddianalysis-room-engine,native-ddianalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",7901845a89a8be890fdab647bf2c84adbe18fe66c957f3d94c99515b89517564
native-ddianalysis-instrument-04-implementation,native-ddianalysis,native-ddianalysis-room-engine,native-ddianalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c50e9193a1dcb73f36556daf8ca04d578c9c6505958591199f65abb9776b59da
native-etanalysis-instrument-01-implementation,native-etanalysis,native-etanalysis-room-engine,native-etanalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",d79b028b767bcb2ff4fb78b87612728cb9fcfeab14e11f838b23a4262b8acea1
native-etanalysis-instrument-02-implementation,native-etanalysis,native-etanalysis-room-engine,native-etanalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",ff0755ac0fec7551cf24c7d03e4f5613b5c8ba139b2c75ac25d6ad530fa14abb
native-etanalysis-instrument-03-implementation,native-etanalysis,native-etanalysis-room-engine,native-etanalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",494fe93b2e6bd7588782419e636f849ad9410e4b9b903858dc0d6bbea88480a5
native-etanalysis-instrument-04-implementation,native-etanalysis,native-etanalysis-room-engine,native-etanalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c17383501ca637501909d0b974089c4cac287b15447b32c0eab3e084eeb12baa
native-fwanalysis-instrument-01-implementation,native-fwanalysis,native-fwanalysis-room-engine,native-fwanalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",9136f68ac8871a7129891856fd2f74f4c1e1caec54b6633743c09ec06bfe9b27
native-fwanalysis-instrument-02-implementation,native-fwanalysis,native-fwanalysis-room-engine,native-fwanalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",730682c6886a4b8b70a50a53b422e4809208f4da84fcc2eaeef32a04635c63ab
native-fwanalysis-instrument-03-implementation,native-fwanalysis,native-fwanalysis-room-engine,native-fwanalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",350e06a0a58439e26c5acfc972d5373cfd53c56a83fc3a41c5a0588a8f22cd8b
native-fwanalysis-instrument-04-implementation,native-fwanalysis,native-fwanalysis-room-engine,native-fwanalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",7dc4dd22184150896c2a24b3af415176204ae8bb0a180255803b57e59c9f25ac
native-icanalysis-instrument-01-implementation,native-icanalysis,native-icanalysis-room-engine,native-icanalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",3d420bd09718d2b71269984f12a3c73e3a41f9920760fe77e8a89d37473b4529
native-icanalysis-instrument-02-implementation,native-icanalysis,native-icanalysis-room-engine,native-icanalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",3f8d079d10f0d800c4d6e97fe1f231fcc095cc97612d9387715d9d2fe2f95ca4
native-icanalysis-instrument-03-implementation,native-icanalysis,native-icanalysis-room-engine,native-icanalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",d5aa2203d7fec2da5d2b996db02ea6f81fcfe2f80176e09f1662449cc67eecb0
native-icanalysis-instrument-04-implementation,native-icanalysis,native-icanalysis-room-engine,native-icanalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",5fd9d01523b067330291df8d3d07eb4bf4b0f8634a1b08d25cbabce289ee8c56
native-portfolio-index-instrument-01-implementation,native-portfolio-index,native-portfolio-index-room-engine,native-portfolio-index-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",12e0ba39ada8790bd3050aa91029a6ff98324e29bb808cad776a36382e7e5ea3
native-portfolio-index-instrument-02-implementation,native-portfolio-index,native-portfolio-index-room-engine,native-portfolio-index-instrument-02,authority classifier,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",4acb28eb96ed7acf1f5ae93d13e612f5c6c31332ea2975cc1692457deafcf6ff
native-portfolio-index-instrument-03-implementation,native-portfolio-index,native-portfolio-index-room-engine,native-portfolio-index-instrument-03,route selector,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",5c37587296440f97eb6f53dc9372819e7ddd2ae709889d91457df4fe00d87630
native-portfolio-index-instrument-04-implementation,native-portfolio-index,native-portfolio-index-room-engine,native-portfolio-index-instrument-04,promotion decision,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0040b81797a51572f07f59844eee4c0397fcf8747918a0ca47c18c2190844cc9
native-psanalysis-instrument-01-implementation,native-psanalysis,native-psanalysis-room-engine,native-psanalysis-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",b7fb87f8570b546083f24e69146a22dce2cb0bb60f74dc6578f814763887118e
native-psanalysis-instrument-02-implementation,native-psanalysis,native-psanalysis-room-engine,native-psanalysis-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",bc00095d1b0296b827dda693bb9937fc506d162f62ad454c99589cad610f6117
native-psanalysis-instrument-03-implementation,native-psanalysis,native-psanalysis-room-engine,native-psanalysis-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",97dae3be4fda7701bf27ae2893c74b57448674876eb1154ea90379c31e65c5e5
native-psanalysis-instrument-04-implementation,native-psanalysis,native-psanalysis-room-engine,native-psanalysis-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",cbc5d9232c9b854ab6544a7fd8a2a1579b857622d19ef23f3e52c2c36c9c7b5f
personal-os-instrument-01-implementation,personal-os,personal-os-room-engine,personal-os-instrument-01,state model,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",e256a4f7b12a6cc406c5aa26abf9ad2874722608017df070597e4dbb3b537e6d
personal-os-instrument-02-implementation,personal-os,personal-os-room-engine,personal-os-instrument-02,instrument action,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",99b7c2800c8699762ab16eba6ac753ea21ab3c084bce49e9b6b7d1765c559f60
personal-os-instrument-03-implementation,personal-os,personal-os-room-engine,personal-os-instrument-03,before/after trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",46d4595abd0bbf517fb1f0c4369acbd4fa2abc2f18ef81878e31d514dee0eece
personal-os-instrument-04-implementation,personal-os,personal-os-room-engine,personal-os-instrument-04,export gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c00cf2e9c43fbe917d7fa553435de5b90477b5ddc74de2893099fc7b14346ca4
row8-instrument-01-implementation,row8,row8-room-engine,row8-instrument-01,baseline answer,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",ee011ea12e61f4b904f17a8df87324aa9e2654bbdbe7a77ab37a7b2084dd492d
row8-instrument-02-implementation,row8,row8-room-engine,row8-instrument-02,structured review,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",adc0055aa7146f0021f6dbc72ecc7dd9da9bf486d110cab5c9fac9c78ad24c1d
row8-instrument-03-implementation,row8,row8-room-engine,row8-instrument-03,human delta,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c22a65aaf8f93dc7fd0a4f26d6396fb76e5ef9dbf988fd3e723c0e87e670c0ba
row8-instrument-04-implementation,row8,row8-room-engine,row8-instrument-04,confidence gate,registry_builder,"Create or update a structured record that gives the room object identity, status, route, and next action.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",f63428ea974ed29b8dd3d19785979ba4642411636b76c28ec496e39277066747
mb-muranoos-lossless-room-master-handoff-v1-instrument-01-implementation,mb-muranoos-lossless-room-master-handoff-v1,mb-muranoos-lossless-room-master-handoff-v1-room-engine,mb-muranoos-lossless-room-master-handoff-v1-instrument-01,state model,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",f54d4b78a9b88eddde110a5207dcd29fb061300851c67372bfbdf38e7187a29f
mb-muranoos-lossless-room-master-handoff-v1-instrument-02-implementation,mb-muranoos-lossless-room-master-handoff-v1,mb-muranoos-lossless-room-master-handoff-v1-room-engine,mb-muranoos-lossless-room-master-handoff-v1-instrument-02,instrument action,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",15ce99f6c166852936f0f8168bf3de9f4b2867ef4c6b3202743a4319a176ef57
mb-muranoos-lossless-room-master-handoff-v1-instrument-03-implementation,mb-muranoos-lossless-room-master-handoff-v1,mb-muranoos-lossless-room-master-handoff-v1-room-engine,mb-muranoos-lossless-room-master-handoff-v1-instrument-03,before/after trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",7a64bccc30964ae6be453e459f9917b81666006d1bca446fc17858b6490824dd
mb-muranoos-lossless-room-master-handoff-v1-instrument-04-implementation,mb-muranoos-lossless-room-master-handoff-v1,mb-muranoos-lossless-room-master-handoff-v1-room-engine,mb-muranoos-lossless-room-master-handoff-v1-instrument-04,export gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",4d8f20293d5dbc7ceb20f66cf46f617b9cc519e518a4179b687b71ed1b4bbda0
mb-murano-os-lossless-synthesis-room-handoff-instrument-01-implementation,mb-murano-os-lossless-synthesis-room-handoff,mb-murano-os-lossless-synthesis-room-handoff-room-engine,mb-murano-os-lossless-synthesis-room-handoff-instrument-01,state model,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",06fa46f599a174d3d6a621446424b4d6f9285fcf5568068b1bfba5da7741cfc7
mb-murano-os-lossless-synthesis-room-handoff-instrument-02-implementation,mb-murano-os-lossless-synthesis-room-handoff,mb-murano-os-lossless-synthesis-room-handoff-room-engine,mb-murano-os-lossless-synthesis-room-handoff-instrument-02,instrument action,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",677632dadf555673e433f2356a23dd6adc368b8068d08690fd57b2899a4aee84
mb-murano-os-lossless-synthesis-room-handoff-instrument-03-implementation,mb-murano-os-lossless-synthesis-room-handoff,mb-murano-os-lossless-synthesis-room-handoff-room-engine,mb-murano-os-lossless-synthesis-room-handoff-instrument-03,before/after trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",fc2fb8ad42849c377ad339c6e1a29ca67bdd1b391aa94e2c357d32fd24765405
mb-murano-os-lossless-synthesis-room-handoff-instrument-04-implementation,mb-murano-os-lossless-synthesis-room-handoff,mb-murano-os-lossless-synthesis-room-handoff-room-engine,mb-murano-os-lossless-synthesis-room-handoff-instrument-04,export gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c0cd7f193a03d4c57f37d1ab2a9114891670a6a1bf7932eecfbb514b07c26eb9
mb-comparative-genocide-systems-lab-handoff-v1-0-instrument-01-implementation,mb-comparative-genocide-systems-lab-handoff-v1-0,mb-comparative-genocide-systems-lab-handoff-v1-0-room-engine,mb-comparative-genocide-systems-lab-handoff-v1-0-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",006c1128bdb17d2ff485ab9dd38810adf782bcca82673093fc5cba6fe75d70f5
mb-comparative-genocide-systems-lab-handoff-v1-0-instrument-02-implementation,mb-comparative-genocide-systems-lab-handoff-v1-0,mb-comparative-genocide-systems-lab-handoff-v1-0-room-engine,mb-comparative-genocide-systems-lab-handoff-v1-0-instrument-02,authority classifier,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c6c351b42105f650e970df5492ddd97bee7abe3aed9df597c4debf7d9755f9e3
mb-comparative-genocide-systems-lab-handoff-v1-0-instrument-03-implementation,mb-comparative-genocide-systems-lab-handoff-v1-0,mb-comparative-genocide-systems-lab-handoff-v1-0-room-engine,mb-comparative-genocide-systems-lab-handoff-v1-0-instrument-03,route selector,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c4fedcab180389c1e2345c45f1a6a8ae8bbdd1b6c8a4486c4e80842dd5f13d0e
mb-comparative-genocide-systems-lab-handoff-v1-0-instrument-04-implementation,mb-comparative-genocide-systems-lab-handoff-v1-0,mb-comparative-genocide-systems-lab-handoff-v1-0-room-engine,mb-comparative-genocide-systems-lab-handoff-v1-0-instrument-04,promotion decision,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",44f694d6e421b1b56afc7cffc7701b9eb5d5eb33b6297a6482898463c94e4a49
mb-muranoos-red-team-trancheii-handoff-2026-04-13-instrument-01-implementation,mb-muranoos-red-team-trancheii-handoff-2026-04-13,mb-muranoos-red-team-trancheii-handoff-2026-04-13-room-engine,mb-muranoos-red-team-trancheii-handoff-2026-04-13-instrument-01,state model,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",290b77bf9e55df1e34c2a7e0bd27fd0c78f901641e4e17f0459d7ecf85994dbe
mb-muranoos-red-team-trancheii-handoff-2026-04-13-instrument-02-implementation,mb-muranoos-red-team-trancheii-handoff-2026-04-13,mb-muranoos-red-team-trancheii-handoff-2026-04-13-room-engine,mb-muranoos-red-team-trancheii-handoff-2026-04-13-instrument-02,instrument action,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",0d72bd5ff0157600627cc8db502dbcb1e60f53fb59e89141b8e36c4fa5d8733d
mb-muranoos-red-team-trancheii-handoff-2026-04-13-instrument-03-implementation,mb-muranoos-red-team-trancheii-handoff-2026-04-13,mb-muranoos-red-team-trancheii-handoff-2026-04-13-room-engine,mb-muranoos-red-team-trancheii-handoff-2026-04-13-instrument-03,before/after trace,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",62cebdc5790e61d91f31c6a63cdcf6ccd383b7dd1636cfbda5d8283c6ea63d2e
mb-muranoos-red-team-trancheii-handoff-2026-04-13-instrument-04-implementation,mb-muranoos-red-team-trancheii-handoff-2026-04-13,mb-muranoos-red-team-trancheii-handoff-2026-04-13-room-engine,mb-muranoos-red-team-trancheii-handoff-2026-04-13-instrument-04,export gate,retrieval_trace,"Trace how a question, source, or packet enters the retrieval/indexing path and what evidence boundary it produces.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",18d09bdb5d488cbe9aece62e47fb207dd83192999b7113dd462198cd09a11725
mb-redteamlab-proper-handoff-package-2026-04-14-instrument-01-implementation,mb-redteamlab-proper-handoff-package-2026-04-14,mb-redteamlab-proper-handoff-package-2026-04-14-room-engine,mb-redteamlab-proper-handoff-package-2026-04-14-instrument-01,item registry,source_admission_gate,"Inspect source role, claim ceiling, quotation boundary, and evidence duty before a stronger claim is allowed.","Fails if the instrument cannot identify its input, operation type, output state, evidence basis, claim effect, and next action.",c0f6a173ac21e17d04d93f69216c53567f2661b4ef56a900db1e5c80a4e63aca
