project_id,product_name,project_class,final_object_type,owner_lane,closure_lane,production_state,production_complete,public_proof_surface_operational,harness_executes,regression_case_count,residual_required_slots,residual_present_slots,residual_missing_slots,residual_missing_files,blocking_gate_count,blocking_gates,blocking_gate_names,exclusion_reason,next_production_action
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-lossless-room-master-handoff-v1,Room Master (constitution),external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-build02-final-proper-handoff-2026-04-11,Only one WITHOUT the 802 KB nested archive; Build 02 scope,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-continuation-handoff-2026-04-14,"Compact flat reference; 14 numbered authority docs; ""Workspace Depth I""",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-handoff-hardened-2026-04-15,"Adds Signature Room Architecture (7 zones) + UI/UX Spec (9 objects, 7 engines)",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-handoff-package-gpt-synth-2026-04-18,"Smallest, pure-spec GPT bridge (9 files); 7-stage Ingest-Export workflow (breaks from red_team_* spine)",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-handoff-package-ready-2026-04-11,Cleanest 2-folder (GOVERNING/DERIVED); archive kept zipped,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-handoff-package-v1-2026-04-11,Only one with V1_ROOM_CONSTITUTION.md,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-lab-continuation-handoff-pack-2026-04-14,Introduces Vivarium codename; contradiction-graph table,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-lab-handoff-package-2026-04-17,"Largest consolidated (137 files); pre-merged Steps 3-7 bundles; ""Workspace Restore""",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-phase-ii-handoff-2026-04-15,Smallest doc-pack; paired .md + .rs/.ts draft patches,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-phase-iii-a-handoff-2026-04-11,"Only one with Shadi_SAT_Seed.json + ""Phase III-A"" naming",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-phaseii-handoff-2026-04-14,Posture Compass 5-axis instrument; framing_tensions/rival_framing columns,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-package-pass-1,Flat structure; 01_GOVERNING_SOURCES/ + flattened live files,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),external_owner_track,research workflow software module,excluded_other_chat,external_owner_track,external_owner_track_hold,no,no,no,0,0,0,0,,9,G2; G3; G4; G5; G6; G7; G8; G9; G10,Reachable build surface; Instrument or workflow executes; Non-sample validation; Source and claim traceability; Regression and falsifier checks; Desktop and mobile evidence; Deployment or reproducibility smoke; Review or signoff evidence; No unresolved blocking gaps,MuranoOS / Murano internal rooms,Integrate the owning track's production evidence and rerun this control plane; do not duplicate that track's files.
