project_id,project_name,project_kind,runtime_target,instrument_id,instrument_name,purpose,input_contract,operation,output_contract,acceptance_condition,runtime_status,full_underlying_system_complete
mb-internal-operating-support-024,Internal Operating Support Packet 024,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-024-instrument-03,route selector,Turn the `route selector` module into a concrete input-operation-output step for Internal Operating Support Packet 024.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the route selector step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The route selector instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-024,Internal Operating Support Packet 024,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-024-instrument-04,promotion decision,Turn the `promotion decision` module into a concrete input-operation-output step for Internal Operating Support Packet 024.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the promotion decision step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The promotion decision instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-027,Internal Operating Support Packet 027,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-027-instrument-01,item registry,Turn the `item registry` module into a concrete input-operation-output step for Internal Operating Support Packet 027.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the item registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The item registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-027,Internal Operating Support Packet 027,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-027-instrument-02,authority classifier,Turn the `authority classifier` module into a concrete input-operation-output step for Internal Operating Support Packet 027.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the authority classifier step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The authority classifier instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-027,Internal Operating Support Packet 027,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-027-instrument-03,route selector,Turn the `route selector` module into a concrete input-operation-output step for Internal Operating Support Packet 027.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the route selector step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The route selector instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-027,Internal Operating Support Packet 027,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-027-instrument-04,promotion decision,Turn the `promotion decision` module into a concrete input-operation-output step for Internal Operating Support Packet 027.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the promotion decision step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The promotion decision instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-028,Internal Operating Support Packet 028,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-028-instrument-01,item registry,Turn the `item registry` module into a concrete input-operation-output step for Internal Operating Support Packet 028.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the item registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The item registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-028,Internal Operating Support Packet 028,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-028-instrument-02,authority classifier,Turn the `authority classifier` module into a concrete input-operation-output step for Internal Operating Support Packet 028.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the authority classifier step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The authority classifier instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-028,Internal Operating Support Packet 028,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-028-instrument-03,route selector,Turn the `route selector` module into a concrete input-operation-output step for Internal Operating Support Packet 028.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the route selector step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The route selector instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-028,Internal Operating Support Packet 028,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-028-instrument-04,promotion decision,Turn the `promotion decision` module into a concrete input-operation-output step for Internal Operating Support Packet 028.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the promotion decision step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The promotion decision instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-031,Internal Operating Support Packet 031,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-031-instrument-01,item registry,Turn the `item registry` module into a concrete input-operation-output step for Internal Operating Support Packet 031.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the item registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The item registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-031,Internal Operating Support Packet 031,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-031-instrument-02,authority classifier,Turn the `authority classifier` module into a concrete input-operation-output step for Internal Operating Support Packet 031.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the authority classifier step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The authority classifier instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-031,Internal Operating Support Packet 031,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-031-instrument-03,route selector,Turn the `route selector` module into a concrete input-operation-output step for Internal Operating Support Packet 031.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the route selector step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The route selector instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-031,Internal Operating Support Packet 031,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-031-instrument-04,promotion decision,Turn the `promotion decision` module into a concrete input-operation-output step for Internal Operating Support Packet 031.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the promotion decision step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The promotion decision instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-032,Internal Operating Support Packet 032,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-032-instrument-01,item registry,Turn the `item registry` module into a concrete input-operation-output step for Internal Operating Support Packet 032.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the item registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The item registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-032,Internal Operating Support Packet 032,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-032-instrument-02,authority classifier,Turn the `authority classifier` module into a concrete input-operation-output step for Internal Operating Support Packet 032.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the authority classifier step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The authority classifier instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-032,Internal Operating Support Packet 032,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-032-instrument-03,route selector,Turn the `route selector` module into a concrete input-operation-output step for Internal Operating Support Packet 032.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the route selector step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The route selector instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-032,Internal Operating Support Packet 032,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-032-instrument-04,promotion decision,Turn the `promotion decision` module into a concrete input-operation-output step for Internal Operating Support Packet 032.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the promotion decision step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The promotion decision instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-035,Internal Operating Support Packet 035,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-035-instrument-01,item registry,Turn the `item registry` module into a concrete input-operation-output step for Internal Operating Support Packet 035.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the item registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The item registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-035,Internal Operating Support Packet 035,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-035-instrument-02,authority classifier,Turn the `authority classifier` module into a concrete input-operation-output step for Internal Operating Support Packet 035.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the authority classifier step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The authority classifier instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-035,Internal Operating Support Packet 035,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-035-instrument-03,route selector,Turn the `route selector` module into a concrete input-operation-output step for Internal Operating Support Packet 035.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the route selector step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The route selector instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-035,Internal Operating Support Packet 035,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-035-instrument-04,promotion decision,Turn the `promotion decision` module into a concrete input-operation-output step for Internal Operating Support Packet 035.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the promotion decision step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The promotion decision instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-036,Internal Operating Support Packet 036,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-036-instrument-01,item registry,Turn the `item registry` module into a concrete input-operation-output step for Internal Operating Support Packet 036.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the item registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The item registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-036,Internal Operating Support Packet 036,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-036-instrument-02,authority classifier,Turn the `authority classifier` module into a concrete input-operation-output step for Internal Operating Support Packet 036.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the authority classifier step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The authority classifier instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-036,Internal Operating Support Packet 036,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-036-instrument-03,route selector,Turn the `route selector` module into a concrete input-operation-output step for Internal Operating Support Packet 036.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the route selector step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The route selector instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-internal-operating-support-036,Internal Operating Support Packet 036,master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-internal-operating-support-036-instrument-04,promotion decision,Turn the `promotion decision` module into a concrete input-operation-output step for Internal Operating Support Packet 036.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the promotion decision step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The promotion decision instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-culinary-atelier-handoff-package-2026-04-15-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Culinary Atelier.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-culinary-atelier-handoff-package-2026-04-15-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Culinary Atelier.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-culinary-atelier-handoff-package-2026-04-15-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Culinary Atelier.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-culinary-atelier-handoff-package-2026-04-15-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Culinary Atelier.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-redteam-tranche1-handoff-2026-04-15-instrument-01,state model,Turn the `state model` module into a concrete input-operation-output step for Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the state model step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The state model instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-redteam-tranche1-handoff-2026-04-15-instrument-02,instrument action,Turn the `instrument action` module into a concrete input-operation-output step for Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the instrument action step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The instrument action instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-redteam-tranche1-handoff-2026-04-15-instrument-03,before/after trace,Turn the `before/after trace` module into a concrete input-operation-output step for Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the before/after trace step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The before/after trace instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,master-bundle artifact / archive router,local-first web application or desktop module with persistent project state,mb-muranoos-redteam-tranche1-handoff-2026-04-15-instrument-04,export gate,Turn the `export gate` module into a concrete input-operation-output step for Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the export gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The export gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-sophisticated-expression-lexicon-handoff-instrument-01,item registry,"Turn the `item registry` module into a concrete input-operation-output step for 50-entry curated arsenal (of planned 1,000).","Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the item registry step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The item registry instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-sophisticated-expression-lexicon-handoff-instrument-02,authority classifier,"Turn the `authority classifier` module into a concrete input-operation-output step for 50-entry curated arsenal (of planned 1,000).","Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the authority classifier step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The authority classifier instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-sophisticated-expression-lexicon-handoff-instrument-03,route selector,"Turn the `route selector` module into a concrete input-operation-output step for 50-entry curated arsenal (of planned 1,000).","Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the route selector step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The route selector instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",master-bundle artifact / archive router,"packet registry, routing table, and promotion decision board",mb-sophisticated-expression-lexicon-handoff-instrument-04,promotion decision,"Turn the `promotion decision` module into a concrete input-operation-output step for 50-entry curated arsenal (of planned 1,000).","Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the promotion decision step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The promotion decision instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-atanalysis,Analysis Tradecraft,structured analysis room,structured public page plus project-specific data packet and proof runner,native-atanalysis-instrument-01,baseline answer,Turn the `baseline answer` module into a concrete input-operation-output step for Analysis Tradecraft.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the baseline answer step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The baseline answer instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-atanalysis,Analysis Tradecraft,structured analysis room,structured public page plus project-specific data packet and proof runner,native-atanalysis-instrument-02,structured review,Turn the `structured review` module into a concrete input-operation-output step for Analysis Tradecraft.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the structured review step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The structured review instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-atanalysis,Analysis Tradecraft,structured analysis room,structured public page plus project-specific data packet and proof runner,native-atanalysis-instrument-03,human delta,Turn the `human delta` module into a concrete input-operation-output step for Analysis Tradecraft.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the human delta step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The human delta instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-atanalysis,Analysis Tradecraft,structured analysis room,structured public page plus project-specific data packet and proof runner,native-atanalysis-instrument-04,confidence gate,Turn the `confidence gate` module into a concrete input-operation-output step for Analysis Tradecraft.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the confidence gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The confidence gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-cianalysis,Counterintelligence Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-cianalysis-instrument-01,baseline answer,Turn the `baseline answer` module into a concrete input-operation-output step for Counterintelligence Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the baseline answer step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The baseline answer instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-cianalysis,Counterintelligence Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-cianalysis-instrument-02,structured review,Turn the `structured review` module into a concrete input-operation-output step for Counterintelligence Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the structured review step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The structured review instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-cianalysis,Counterintelligence Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-cianalysis-instrument-03,human delta,Turn the `human delta` module into a concrete input-operation-output step for Counterintelligence Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the human delta step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The human delta instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-cianalysis,Counterintelligence Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-cianalysis-instrument-04,confidence gate,Turn the `confidence gate` module into a concrete input-operation-output step for Counterintelligence Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the confidence gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The confidence gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-cmanalysis,Collection Management Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-cmanalysis-instrument-01,baseline answer,Turn the `baseline answer` module into a concrete input-operation-output step for Collection Management Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the baseline answer step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The baseline answer instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-cmanalysis,Collection Management Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-cmanalysis-instrument-02,structured review,Turn the `structured review` module into a concrete input-operation-output step for Collection Management Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the structured review step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The structured review instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-cmanalysis,Collection Management Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-cmanalysis-instrument-03,human delta,Turn the `human delta` module into a concrete input-operation-output step for Collection Management Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the human delta step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The human delta instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-cmanalysis,Collection Management Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-cmanalysis-instrument-04,confidence gate,Turn the `confidence gate` module into a concrete input-operation-output step for Collection Management Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the confidence gate step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The confidence gate instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
native-coanalysis,Counterintelligence Operations Analysis,structured analysis room,structured public page plus project-specific data packet and proof runner,native-coanalysis-instrument-01,baseline answer,Turn the `baseline answer` module into a concrete input-operation-output step for Counterintelligence Operations Analysis.,"Project fixture, source duty, current claim boundary, and required output state.",Execute or inspect the baseline answer step against the project fixture and record the state change it is supposed to produce.,"A reviewer-visible state record, output artifact, or decision boundary tied to the project acceptance tests.","The baseline answer instrument is present, named, connected to the fixture, and has an output or decision field that can be reviewed.",kernel_executable_package_slice,false
