crosswalk_id,project_id,project_title,component,component_source_role,assigned_source_candidate,source_use_action,close_read_task,proof_gate_check,claim_ceiling,current_source_status
CW-1502,mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,Only one with Build_02-Build_05 sequenced operator guides / Last Missing Operational Layer,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Only one with Build_02-Build_05 sequenced operator guides / Last Missing Operational Layer.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Only one with Build_02-Build_05 sequenced operator guides / Last Missing Operational Layer.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1503,mb-muranoos-red-team-execution-ready-handoff-archive-2026-04-11,Only one with Build_02-Build_05 sequenced operator guides,Only one with Build_02-Build_05 sequenced operator guides / What Next,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Only one with Build_02-Build_05 sequenced operator guides / What Next.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Only one with Build_02-Build_05 sequenced operator guides / What Next.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1504,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Handoff Identity,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Handoff Identity.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Handoff Identity.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1505,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Room Task Model,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Room Task Model.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Room Task Model.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1506,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Data Schema And Persistence Plan,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Data Schema And Persistence Plan.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Data Schema And Persistence Plan.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1507,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Interface And Instrument Plane,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Interface And Instrument Plane.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Interface And Instrument Plane.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1508,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Integration Path,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Integration Path.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Integration Path.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1509,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Proof Boundary,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Proof Boundary.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Proof Boundary.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1510,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Next Build Test,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Next Build Test.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) Next Build Test.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1511,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / UPLOAD_PROMPT_FOR_NEW_GPT_CHAT.md,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / UPLOAD_PROMPT_FOR_NEW_GPT_CHAT.md.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / UPLOAD_PROMPT_FOR_NEW_GPT_CHAT.md.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1512,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / 01_PACKAGE_MANIFEST.md,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / 01_PACKAGE_MANIFEST.md.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / 01_PACKAGE_MANIFEST.md.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1513,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Universal Protocol Pack,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Universal Protocol Pack.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Universal Protocol Pack.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1514,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / MuranoOS Red Team Lab,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / MuranoOS Red Team Lab.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / MuranoOS Red Team Lab.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1515,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Designed for,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Designed for.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Designed for.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1516,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Embedded Pass1,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Embedded Pass1.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Embedded Pass1.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1517,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Replacement Archive,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Replacement Archive.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Replacement Archive.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1518,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Explain Nexus and Personal OS,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Explain Nexus and Personal OS.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Explain Nexus and Personal OS.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1519,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Creativity Research,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Creativity Research.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / Creativity Research.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1520,mb-muranoos-red-team-fresh-handoff-2026-04-16,Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design),Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / The Heritage,method authority,043 Historical Documents Harvard Classics PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / The Heritage.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Cold-start bootstrap; 3-variant GPT upload prompt (analysis/impl/design) / The Heritage.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1521,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Handoff Identity,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Handoff Identity.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Handoff Identity.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1522,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Room Task Model,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Room Task Model.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Room Task Model.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1523,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Data Schema And Persistence Plan,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Data Schema And Persistence Plan.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Data Schema And Persistence Plan.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1524,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Interface And Instrument Plane,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Interface And Instrument Plane.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Interface And Instrument Plane.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1525,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Integration Path,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Integration Path.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Integration Path.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1526,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Proof Boundary,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Proof Boundary.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Proof Boundary.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1527,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Next Build Test,method authority,Documents on the Rape of Nanking Timothy Brook PDOC,"Extract the method rule that this component must obey, then add that rule to the acceptance criteria. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Next Build Test.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker Next Build Test.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1528,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / PROMPT_IMPLEMENTATION_FIRST.md,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / PROMPT_IMPLEMENTATION_FIRST.md.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / PROMPT_IMPLEMENTATION_FIRST.md.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1529,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / _DESIGN_EXPANSION_FIRST.md,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / _DESIGN_EXPANSION_FIRST.md.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / _DESIGN_EXPANSION_FIRST.md.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1530,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Execution Readiness,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Execution Readiness.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Execution Readiness.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1531,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Here's The Current State,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Here's The Current State.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Here's The Current State.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1532,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Execution Charter,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Execution Charter.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Execution Charter.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1533,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Read the,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Read the.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Read the.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
CW-1534,mb-muranoos-red-team-handoff-execution-archive-2026-04-15,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker,Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Preserves the,technical mechanism,043 Historical Documents Harvard Classics PDOC,"Map the source's mechanism onto the component's input, operation, output, state, and failure behavior. Component under review: Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Preserves the.","Close-read the assigned source for the exact rule, limitation, example, or mechanism that should alter Adds Execution Charter + 7-gate acceptance + RT-01A/B/02/03/04 tracker / Preserves the.","The input, operation, and expected output are all visible.; The evidence locator is present or the missing evidence is explicitly named.; The result supports the component claim without implying broader completion.","The source may guide structure and proof design from metadata routing, but public factual warrant requires close reading or already verified project evidence.",metadata-routed candidate; not passage-level support until close-read task is completed
