execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,package_verification_result,next_strengthening_action,claim_allowed_now
PER-FCECAD3966DE,PC-F4969EEECE18,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4EF7AC2DA331,PC-CC7F03496D20,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8447790B3134,PC-A568D854F782,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BBEF5328B2D2,PC-1E1D2C9BF6A5,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-739F688FDC7D,PC-496380C76474,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-CBECE5419DB3,PC-CA6D1DFB77B1,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-1B6EDAABF199,PC-63E95315D294,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-32EE0C43B4D9,PC-905A662F9250,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-CACDD64CBB2A,PC-1B4BA0DE07C4,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-065519610BCC,PC-D3185A5A8DAB,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-041CB7C52762,PC-CB06CB1E7047,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AD547D180515,PC-BEA007026C2B,mb-muranoos-red-team-prism-observatory-handoff-package-v1,Doctrinally richest: 13 named subspaces x 10 modes; claim-evidence-confidence governance,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-2584BDBBED7F,PC-D1496351F96C,mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-DB3C98B1CDA0,PC-F722B69FFBAA,mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-65664BD3741D,PC-EFCDBE28F504,mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise operation_to_run and source_bound_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-CE51C9522CBA,PC-D0BF6E3CE6FF,mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-251884C5AB7A,PC-E5FF73718544,mb-muranoos-red-team-prism-room-execution-handoff-2026-04-11,"Only one replacing ""Red Team Lab"" framing with ""Murano Prism Room"" world doctrine",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8895959FDF9E,PC-ED005DCDC684,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-52601BE877DF,PC-9ED84B1A9CB5,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BEAA617203F6,PC-43C482F5E5F8,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-831FE70FBAE0,PC-18BE6CE9FF0A,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-27815EA8DCD6,PC-08178D610070,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-32511BC53CCD,PC-8784B7DCCABC,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3F40047ADFA9,PC-8A93D04D12B3,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-11F785F15763,PC-A580EAC027A4,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B1B7E4CAA319,PC-10A29B73AC45,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-59DEC35D5E53,PC-C9C7CDB5CCA3,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-F0E7EAFDB9BB,PC-05CC2143B72E,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4FD768B47B23,PC-01145A45D268,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-973786EB2FA0,PC-D50067ABDB80,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EB4DD171BB05,PC-219096A15A43,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A2712D7FD072,PC-253760349602,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C1A227C1A91B,PC-E4C2019204C5,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-EDD0A535C87C,PC-62069A7264D4,mb-muranoos-red-team-proper-handoff-2026-04-14,"Strictest 4-quadrant authority layer; ""Durable Workspace Core""",state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-DB780A22BE44,PC-F1152CA78150,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D81215C0984D,PC-37ADBEBE3E81,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A08AAA7BC36A,PC-483EC513BBDA,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-577D261E363E,PC-30A2825E6C78,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-50D000FBBFE6,PC-B7E3439F71C2,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A0DB01238851,PC-C3B49EA3B797,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-2356A1883228,PC-C07473C040B8,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C8A9DFCCD02B,PC-ADA3F1F15E2E,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-47970D2A665F,PC-69EC22CC3C62,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-4187C47EA02D,PC-8DA6B44A77E9,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-D9466081677B,PC-10CD110A096D,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-74B4D5A3C4DF,PC-46EF0C9B372A,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-1B9E832B3FA0,PC-14DE892B3B93,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8818BC83A833,PC-906161BC9BDB,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-2ABA8D360739,PC-AE50492C478E,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-9524DC17D4D4,PC-3659808C0E65,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-70E77ED3A61A,PC-29DFCC228DF2,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-77DB381116DA,PC-A3F32326BF01,mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-430D80343E24,PC-F2759774563E,mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-30392A6D90E7,PC-F427EDE83BEC,mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,state transition proof record,package-verifiable proof run,Complete the linked source passage update and revise inspection_protocol and acceptance_test.,May claim package-verifiable proof contract; do not claim live deployment unless a runtime capture exists.
PER-59B36123CE8C,PC-5CBD283A1D5D,mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A3227B01C3DB,PC-4765B9A4E526,mb-muranoos-red-team-proper-handoff-archive-2026-04-11,Only one with 99_Preserved_Source_Archives/ + CURRENT_TRUTH_AT_A_GLANCE.md,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-7A94E927DD26,PC-862A0920DFD0,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-3B8CE86C4448,PC-A9FF95338621,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-27E2F3421A21,PC-AF06964A4C80,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-021B777364C7,PC-A1BBD65656F1,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BE36687D9D0A,PC-4D534DF2069F,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A14AE8B1A04C,PC-E9D09A86F107,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-FD7AFDAE9E0D,PC-0D5CF887A168,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-241555FF16F3,PC-506495BC51B7,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-BCDBE7F7C486,PC-539699F41CE9,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-716F85E86376,PC-4D4575394C28,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A390A9A1FC1C,PC-A38EB306D03F,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-A500B1C1AFF3,PC-C176B6040C91,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-77924B8B5225,PC-3EB43142FBBC,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-8F5A491BFA58,PC-5EB0C5DA8FE8,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-99D993D28EC3,PC-26404326A811,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-350BA98F113E,PC-76764C30348F,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-64DAED28651D,PC-6AEB794C3144,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-DA59C97B3A5C,PC-72C4101A1634,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-B2AAFF2DF5CD,PC-ACDBF5C1805A,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-AF65447F8DA7,PC-1304FEB3507F,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-92FF9DDE50CD,PC-2A2C14D8FE43,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-32E2E6CE79C5,PC-7BB2679DDC56,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C0C51A8C50BE,PC-2322C997D335,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-6B20E0BD02D1,PC-92422FABE7C1,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
PER-C016AD817A1E,PC-2EAAD13F61E1,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,state transition proof record,instrumented proof run awaiting live capture,"Capture a live or simulated run for state transition proof record; preserve fixture, trace, output, acceptance result, and claim boundary.",May claim instrumented proof path; do not claim executed proof.
