passage_contract_id,project_id,product_name,source_candidate,priority,locator_status,public_file_label,extension,collection_hint,match_score,matched_tokens,source_role,project_specific_application,output_it_must_change,test_or_check_it_must_govern,proof_capsules_to_update,proof_artifacts_to_update,field_to_update,passage_note_required,claim_unlocked_after_close_read,blocked_claim_type,required_close_read_output,next_project_update,public_claim_allowed_now
PCU-2AB13F192CCF,cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",(Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC,normal,candidate_file_found,(Handbooks of Sociology and Social Research) Giuseppe Caforio - Handbook of the Sociology of the Military - Springer (2006) PDOC.pdf,.pdf,Kindle/PDF source library candidate,186.0,"caforio, giuseppe, military, pdoc, social, sociology, springer",method authority,"Use (Handbooks of Sociology and Social Research) Giuseppe Caforio Handbook of the Sociology of the Military Springer (2006) PDOC as method authority for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is state model.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,PC-E2BA9EF991FA | PC-C459DFF03739 | PC-BD6DF94827B1,state transition proof record | state transition proof record | state transition proof record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-193A77810B6C,mb-internal-operating-support-007,Internal Operating Support Packet 007,"God, Time, and Knowledge William Hasker",normal,candidate_file_found,"God, Time, and Knowledge - William Hasker.pdf",.pdf,Kindle/PDF source library candidate,156.0,"hasker, knowledge, time, william",evaluation standard,"Use God, Time, and Knowledge William Hasker as evaluation standard for Internal Operating Support Packet 007: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 007.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,PC-B8488F5D5CCC | PC-ECA7A02252F5 | PC-B752AE7F3708,packet promotion decision record | packet promotion decision record | packet promotion decision record,acceptance_test and capture_requirement,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update acceptance_test and capture_requirement for Internal Operating Support Packet 007 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-AABD23DEBB03,mb-internal-operating-support-008,Internal Operating Support Packet 008,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Encyclopedia of GIS as method authority for Internal Operating Support Packet 008: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 008.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-8FE13E035B85 | PC-D345D42AE3BD | PC-8FF1A0884B51,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 008 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-7C6A32A74090,mb-internal-operating-support-008,Internal Operating Support Packet 008,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Encyclopedia of GIS as method authority for Internal Operating Support Packet 008: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 008.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-8FE13E035B85 | PC-D345D42AE3BD | PC-8FF1A0884B51,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 008 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-6EB62247745B,mb-internal-operating-support-008,Internal Operating Support Packet 008,"God, Time, and Knowledge William Hasker",normal,candidate_file_found,"God, Time, and Knowledge - William Hasker.pdf",.pdf,Kindle/PDF source library candidate,156.0,"hasker, knowledge, time, william",evaluation standard,"Use God, Time, and Knowledge William Hasker as evaluation standard for Internal Operating Support Packet 008: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 008.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,PC-8FE13E035B85 | PC-D345D42AE3BD | PC-8FF1A0884B51,packet promotion decision record | packet promotion decision record | packet promotion decision record,acceptance_test and capture_requirement,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update acceptance_test and capture_requirement for Internal Operating Support Packet 008 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-AD949AE842E9,mb-internal-operating-support-009,Internal Operating Support Packet 009,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Peace Education From the Grassroots as method authority for Internal Operating Support Packet 009: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 009.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F8AE8FA4C4E1 | PC-E3A74B958C6E | PC-D0C0C05F7922,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 009 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-D44D5F421AA0,mb-internal-operating-support-009,Internal Operating Support Packet 009,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Peace Education From the Grassroots as method authority for Internal Operating Support Packet 009: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 009.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F8AE8FA4C4E1 | PC-E3A74B958C6E | PC-D0C0C05F7922,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 009 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-87759325A60F,mb-internal-operating-support-009,Internal Operating Support Packet 009,Documents on the Rape of Nanking Timothy Brook,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook.pdf,.pdf,Kindle/PDF source library candidate,156.0,"brook, nanking, rape, timothy",method authority,"Use Peace Education From the Grassroots as method authority for Internal Operating Support Packet 009: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 009.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F8AE8FA4C4E1 | PC-E3A74B958C6E | PC-D0C0C05F7922,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 009 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-15B3E05E1BB2,mb-internal-operating-support-010,Internal Operating Support Packet 010,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Principles of Microeconomics as method authority for Internal Operating Support Packet 010: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 010.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F98CFD742165 | PC-E74903237244 | PC-A0F8A8B31CF8,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 010 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-81B7AF9A3476,mb-internal-operating-support-010,Internal Operating Support Packet 010,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Principles of Microeconomics as method authority for Internal Operating Support Packet 010: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 010.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F98CFD742165 | PC-E74903237244 | PC-A0F8A8B31CF8,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 010 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-6BE53F2CD3CA,mb-internal-operating-support-010,Internal Operating Support Packet 010,Documents on the Rape of Nanking Timothy Brook,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook.pdf,.pdf,Kindle/PDF source library candidate,156.0,"brook, nanking, rape, timothy",method authority,"Use Principles of Microeconomics as method authority for Internal Operating Support Packet 010: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 010.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F98CFD742165 | PC-E74903237244 | PC-A0F8A8B31CF8,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 010 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-E09CED44C7E5,mb-internal-operating-support-011,Internal Operating Support Packet 011,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Encyclopedia of GIS as method authority for Internal Operating Support Packet 011: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 011.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-2C6960CB5BF2 | PC-FD4A6DD218ED | PC-DFF191F6AA13,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 011 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-AD7684E55452,mb-internal-operating-support-011,Internal Operating Support Packet 011,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Encyclopedia of GIS as method authority for Internal Operating Support Packet 011: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 011.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-2C6960CB5BF2 | PC-FD4A6DD218ED | PC-DFF191F6AA13,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 011 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-9E3CDAF6B643,mb-internal-operating-support-011,Internal Operating Support Packet 011,"God, Time, and Knowledge William Hasker",normal,candidate_file_found,"God, Time, and Knowledge - William Hasker.pdf",.pdf,Kindle/PDF source library candidate,156.0,"hasker, knowledge, time, william",evaluation standard,"Use God, Time, and Knowledge William Hasker as evaluation standard for Internal Operating Support Packet 011: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 011.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,PC-2C6960CB5BF2 | PC-FD4A6DD218ED | PC-DFF191F6AA13,packet promotion decision record | packet promotion decision record | packet promotion decision record,acceptance_test and capture_requirement,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update acceptance_test and capture_requirement for Internal Operating Support Packet 011 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-37C924A7C5D2,mb-internal-operating-support-012,Internal Operating Support Packet 012,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Peace Education From the Grassroots as method authority for Internal Operating Support Packet 012: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 012.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-FDF26B786F74 | PC-FC3DEE00CBB7 | PC-DC9D552D7C1D,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 012 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-FA06D3866C3C,mb-internal-operating-support-012,Internal Operating Support Packet 012,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Peace Education From the Grassroots as method authority for Internal Operating Support Packet 012: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 012.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-FDF26B786F74 | PC-FC3DEE00CBB7 | PC-DC9D552D7C1D,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 012 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-F8C3781DF944,mb-internal-operating-support-012,Internal Operating Support Packet 012,"God, Time, and Knowledge William Hasker",normal,candidate_file_found,"God, Time, and Knowledge - William Hasker.pdf",.pdf,Kindle/PDF source library candidate,156.0,"hasker, knowledge, time, william",evaluation standard,"Use God, Time, and Knowledge William Hasker as evaluation standard for Internal Operating Support Packet 012: Extract observable criteria: pass/fail condition, reliability check, coding rule, calibration test, or release gate. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 012.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,PC-FDF26B786F74 | PC-FC3DEE00CBB7 | PC-DC9D552D7C1D,packet promotion decision record | packet promotion decision record | packet promotion decision record,acceptance_test and capture_requirement,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update acceptance_test and capture_requirement for Internal Operating Support Packet 012 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-43BD1C856D45,mb-internal-operating-support-013,Internal Operating Support Packet 013,043 Historical Documents Harvard Classics PDOC,normal,candidate_file_found,043 Historical Documents Harvard Classics PDOC.pdf,.pdf,Kindle/PDF source library candidate,156.0,"classics, harvard, historical, pdoc",method authority,"Use Art and Fear as method authority for Internal Operating Support Packet 013: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 013.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F59432FCFE63 | PC-C8B45D309DCC | PC-78A751321E2D,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 013 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-9018B7F7D63A,mb-internal-operating-support-013,Internal Operating Support Packet 013,Documents on the Rape of Nanking Timothy Brook PDOC,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook PDOC.pdf,.pdf,Kindle/PDF source library candidate,166.0,"brook, nanking, pdoc, rape, timothy",method authority,"Use Art and Fear as method authority for Internal Operating Support Packet 013: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 013.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F59432FCFE63 | PC-C8B45D309DCC | PC-78A751321E2D,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 013 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
PCU-93492DD7C9AB,mb-internal-operating-support-013,Internal Operating Support Packet 013,Documents on the Rape of Nanking Timothy Brook,normal,candidate_file_found,Documents on the Rape of Nanking - Timothy Brook.pdf,.pdf,Kindle/PDF source library candidate,156.0,"brook, nanking, rape, timothy",method authority,"Use Art and Fear as method authority for Internal Operating Support Packet 013: Extract a method rule, decision procedure, bias-control rule, or workflow constraint; then make the component obey that rule. The immediate application target is Packet promotion decision proof: Internal Operating Support Packet 013.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,PC-F59432FCFE63 | PC-C8B45D309DCC | PC-78A751321E2D,packet promotion decision record | packet promotion decision record | packet promotion decision record,inspection_protocol and acceptance_test,"Create a close-read note with verified author/title/edition, exact passage/page or location, concept extracted, source role, project mechanism changed, proof capsule field changed, claim ceiling after reading, and unresolved uncertainty.","Source may support page-specific citation or stronger literature-positioning only after passage and bibliographic verification; until then, routing-level use only.","quotation, page-specific citation, strong literature-positioning claim, or claim that the source has been fully utilized","verified author/title/edition plus 1-3 passages that alter a module rule, test, claim ceiling, or public output","After close reading, update inspection_protocol and acceptance_test for Internal Operating Support Packet 013 and attach the passage note to the listed proof capsule(s).",May say the project has a source-governed application plan; may not cite this source as passage-level evidence until verified.
