project_id,product_name,evidence_standard,must_capture_next,tests_required,blocking_gaps,proof_needed_before_fully_operational_claim
native-aigov-nav,AI Governance Navigator,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add one routing demonstration: user problem, chosen path, rejected path, governing criterion, output, and next review gate.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-aiintel-cycle,AI Intelligence Cycle,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-aiknowledge-prod,AI Knowledge Production,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-aimodel-assess,AI Model Assessment,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-aiosintnarr,AI OSINT Narrative Analysis,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-aiprompt-eng,AI Prompt Engineering,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-aishared-instruments,AI Shared Instruments,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-amfp,Washington-Jefferson Era Foreign Policy,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-analyst-assurance-desk,Analyst Assurance Desk,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-applied-history-lab,Applied History Lab,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-atanalysis,Analysis Tradecraft,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-berlin,Berlin Occupation Zones and Refugee Crisis,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-cicc,ICC Complementarity Case Room,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-cmanalysis,Collection Management Analysis,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-crusades,Crusades and Mediterranean Order,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-cyanalysis,Cyber Analysis,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-ddianalysis,Directorate Analysis Method,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-east-asia,East Asian War and Strategic Tradition,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-emt,Emergency Triage Simulator,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-etanalysis,Emerging Technology Analysis,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-fwanalysis,Foreign Warning Analysis,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-habitat,Volunteer Build-Day Coordination,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-hsanalysis,Homeland Security Analysis,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-icanalysis,Intelligence Community Analysis,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-london,Colonial Archive Explorer,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-master-bundle-pages,Master Bundle Pages,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-mideast,Ottoman Palestine and Early Zionism,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-mongol,Mongol Empire Military Systems,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-peace,Track II Diplomacy and Peacebuilding,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-pharm,Vaccine Distribution Planner,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-psanalysis,Political Strategy Analysis,"Input, method rule, analyst/model action, output schema, scoring or review gate, calibration example, falsifier, and repeatable demonstration.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-respite,Recovery Respite Facility Operations,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-russia,Russia,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-russia-history-room,Russia Historical Context Room,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-russia-security-desk,Russia Security Desk,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-trilogy-showcase,Book Trilogy Showcase,"Argument outline, chapter or section text, source state, revision protocol, continuity checks, reader-facing sample, and editorial acceptance criteria.","Add chapter-level dossiers showing title logic, argument skeleton, source role, rewrite decision, and visual specificity for representative chapters.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-trilogy-showcase-atlas,Book Trilogy Atlas,"Argument outline, chapter or section text, source state, revision protocol, continuity checks, reader-facing sample, and editorial acceptance criteria.","Add one classified example that travels through the taxonomy: observed failure or bias, category assignment, rival category, reviewer decision, and resulting mitigation.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-uscri,Refugee Resettlement Resource Allocation,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-war-theory,War Theory and Strategic Culture,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add a compact source-to-judgment example: input source, analytic instrument, inference made, rival interpretation, confidence limit, and downstream use.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-wargaming,Alliance Crisis Wargaming,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add one replayable scenario: initial condition, decision variable, constraint, model operation, output, and after-action review.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
native-western,Western Political Thought and the Ideal State,"Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
red-team-lab,Red Team Lab - consolidated counter-deception lab across five authority roles,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add promotion-router examples showing how a packet becomes a room, paper, software instrument, source reservoir, archive item, or blocked record.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",live or replayable capture still missing | human-verified source integration still missing | not every component has package-verifiable execution evidence | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
reflexive-control-chamber,Reflexive Control Chamber - Russian reflexive-control & strategic-deception research chamber,"Inventory, provenance, authority decision, duplicate/supersession handling, route decision, claim ceiling, reconciliation report, and promoted artifact.","Add one source-to-judgment chain: source family, analytic variable, competing interpretation, confidence boundary, and policy implication.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)","Runnable workflow, defined input fixture, persisted or exportable output, error boundary, repeatable local execution, test log, reviewer-safe demo, and claim ceiling.","Add a replayable demo with before/after state, failure mode, and exported result so the software utility is visible rather than asserted.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
row2,AI Rigor Detection - framework that detects performative rigor in AI-generated analysis; publication status is separated from validation status,"Research question, literature position, method, evidence table, claim-to-source map, draft, counterargument handling, review log, and submission/readiness decision.","Add one implementation scenario: policy problem, decision rule, control point, abuse case, measurable criterion, and revision trigger.","run the representative fixture end to end | capture input, operation, output, and state/export record | verify acceptance tests and falsifier | verify privacy/no-local-path release safety | promote at least one load-bearing source to human-verified artifact integration when source claims are present | record reviewer or outside-use validation before stronger public claims",human-verified source integration still missing | full-build readiness score below expert release threshold | outside/user validation not yet recorded,"execution trace, acceptance-test result, source-verification note when relevant, public-safe artifact, and outside/user validation record"
