project_id,product_name,build_tranche,binding_count,source_count,source_roles,modules_strengthened,source_strategy,source_utilization_gap,next_source_build_step
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,T2 platform module,17,2,method authority | technical mechanism,state model,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,T2 platform module,17,2,method authority | technical mechanism,state model,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,T2 platform module,17,2,method authority | technical mechanism,state model,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),T2 platform module,17,2,method authority | technical mechanism,state model,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-ukraine-handoff-packet,Three-lane civilian service plan; clearance-risk matrix SAFE/CAUTION/AVOID,T3 governed content system,17,4,close-read requirement | counter-source or limitation | domain grounding | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-peace,Track II Diplomacy and Peacebuilding,T4 portfolio-backed research surface,17,4,close-read requirement | domain grounding | evaluation standard | method authority,input fixture | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,T2 platform module,17,1,method authority,state model,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,T2 platform module,17,2,method authority | technical mechanism,state model,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-pharm,Vaccine Distribution Planner,T4 portfolio-backed research surface,17,1,method authority,review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-habitat,Volunteer Build-Day Coordination,T4 portfolio-backed research surface,17,1,method authority,review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-war-theory,War Theory and Strategic Culture,T4 portfolio-backed research surface,17,4,close-read requirement | domain grounding | evaluation standard | method authority,input fixture | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
wargaming,Wargaming - theater-level alliance-crisis wargame workbench,T4 portfolio-backed research surface,17,1,method authority,review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,T2 platform module,17,2,method authority | technical mechanism,state model,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-amfp,Washington-Jefferson Era Foreign Policy,T4 portfolio-backed research surface,17,4,close-read requirement | domain grounding | evaluation standard | method authority,input fixture | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,T2 platform module,17,2,method authority | technical mechanism,state model,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-western,Western Political Thought and the Ideal State,T2 platform module,17,2,counter-source or limitation | technical mechanism,state model,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",T2 platform module,17,1,method authority,state model,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-trilogy-showcase-atlas,Book Trilogy Atlas,T4 portfolio-backed research surface,11,1,method authority,argument backbone,"Use sources to govern chapter argument, voice register, public title, source burden, and cross-chapter handoff. Each source should either thicken the chapter claim, sharpen a counterclaim, or constrain the public formulation.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
trilogy,Book Trilogy Manuscript Governance System,T1 flagship operational demonstrator,11,7,adversarial model | counter-source or limitation | domain grounding | source-to-output bridge | technical mechanism,chapter dossier registry | source state and close-read queue,"Use sources to govern chapter argument, voice register, public title, source burden, and cross-chapter handoff. Each source should either thicken the chapter claim, sharpen a counterclaim, or constrain the public formulation.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-trilogy-showcase,Book Trilogy Showcase,T3 governed content system,11,1,method authority,argument backbone,"Use sources to govern chapter argument, voice register, public title, source burden, and cross-chapter handoff. Each source should either thicken the chapter claim, sharpen a counterclaim, or constrain the public formulation.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",T2 platform module,11,1,method authority,state model,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
isc-proposals,Counterintelligence Surveillance Framework - Beyond Surveillance Maximalism: a Smart Surveillance Scaling (S3) proposal,T4 portfolio-backed research surface,11,4,adversarial model | close-read requirement | counter-source or limitation | domain grounding,input fixture | review gate,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-murano,MuranoOS Research Operating Environment,T0 reusable platform kernel,11,9,technical mechanism,state database,"Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",T2 platform module,11,1,technical mechanism,state model,"Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
historical-studies,"Historical Studies - eleven historical and operational case studies, including the manuscript Trilogy",T2 platform module,10,2,close-read requirement | technical mechanism,state model,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,T0 reusable platform kernel,10,7,adversarial model | counter-source or limitation | domain grounding | evaluation standard | technical mechanism,citation/export boundary | corpus registry | evidence scoring | index and retrieval service,"Use sources to test retrieval as scholarly warrant rather than as fluent search. The proof must show corpus boundary, retrieved passage, evidence score, negative-space finding, abstention case, and claim boundary.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
row6,Scholarly Retrieval System - cross-disciplinary research library with a twelve-stage analytical-governance plane,T2 platform module,10,1,method authority,retrieval trace,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
poison-rag-defense-annex,Adversarial Evidence Corruption Technical Annex Harness,T1 flagship operational demonstrator,9,7,method authority,annex scenario registry,"Use sources to define retrieval threat models, poisoning pathways, evidence-chain failure points, and evaluation gates. The proof must show trace movement from source admission through retrieval, answer formation, human review, and release decision.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
row14,Defensive Retrieval Research - future study on retrieval-augmented-generation poisoning,T2 platform module,9,5,adversarial model | counter-source or limitation | domain grounding | evaluation standard | technical mechanism,defense decision | fixture registry | retrieval trace,"Use sources to define retrieval threat models, poisoning pathways, evidence-chain failure points, and evaluation gates. The proof must show trace movement from source admission through retrieval, answer formation, human review, and release decision.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-poison-rag,Retrieval Integrity And Poison-RAG Evaluation Harness,T0 reusable platform kernel,9,7,adversarial model | close-read requirement | domain grounding | evaluation standard | technical mechanism,adversarial fixture registry | indexing and retrieval trace | source-admission gate,"Use sources to define retrieval threat models, poisoning pathways, evidence-chain failure points, and evaluation gates. The proof must show trace movement from source admission through retrieval, answer formation, human review, and release decision.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
row11,Retrieval Integrity Evaluation - testing Retrieval-Augmented Generation (RAG) against retrieval poisoning and false-source failure,T2 platform module,9,4,adversarial model | counter-source or limitation | domain grounding | evaluation standard | technical mechanism,defense decision | fixture registry | retrieval trace,"Use sources to define retrieval threat models, poisoning pathways, evidence-chain failure points, and evaluation gates. The proof must show trace movement from source admission through retrieval, answer formation, human review, and release decision.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-analyst-assurance-desk,Analyst Assurance Desk,T4 portfolio-backed research surface,8,1,method authority,structured review,"Use sources to test human-in-the-loop analytic value: structured technique selection, evidence weighting, confidence change, AI-output correction, residual disagreement, and release recommendation.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-russia-history-room,Russia Historical Context Room,T2 platform module,8,1,technical mechanism,state model,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
native-russia-security-desk,Russia Security Desk,T2 platform module,8,2,domain grounding | technical mechanism,state model,Use sources to strengthen cross-field mechanism transfer and academic-stage dependency. Sources should not merely answer a query; they should help move a mechanism from one field into another while marking downstream stages stale when upstream assumptions change.,close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
russia-desk,Russia Source-To-Judgment Desk,T1 flagship operational demonstrator,8,7,method authority,source-family registry,"Use sources to convert regional knowledge into bounded analytic variables: actor interests, institutional constraints, strategic culture, deception patterns, force posture, and uncertainty limits.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
analytical-methods,Structured Analytic Technique Studio,T0 reusable platform kernel,8,1,method authority,method-composition builder,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
row10,Structured Human-AI Analyst Workstation,T0 reusable platform kernel,8,4,method authority,SAT method registry,"Use sources to test human-in-the-loop analytic value: structured technique selection, evidence weighting, confidence change, AI-output correction, residual disagreement, and release recommendation.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
structured-analysis-toolkit,Structured Techniques Toolkit - authoring and refinement workspace for disciplined analytic instruments,T2 platform module,8,1,method authority,retrieval trace,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-infragard-handoff,InfraGard preparatory note (minimal),T2 platform module,7,3,adversarial model | domain grounding | technical mechanism,item registry,"Use sources to define retrieval threat models, poisoning pathways, evidence-chain failure points, and evaluation gates. The proof must show trace movement from source admission through retrieval, answer formation, human review, and release decision.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-001,Internal Operating Support Packet 001,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-002,Internal Operating Support Packet 002,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-003,Internal Operating Support Packet 003,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-004,Internal Operating Support Packet 004,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-005,Internal Operating Support Packet 005,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-006,Internal Operating Support Packet 006,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-007,Internal Operating Support Packet 007,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-008,Internal Operating Support Packet 008,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-009,Internal Operating Support Packet 009,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-010,Internal Operating Support Packet 010,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-011,Internal Operating Support Packet 011,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-012,Internal Operating Support Packet 012,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-013,Internal Operating Support Packet 013,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-014,Internal Operating Support Packet 014,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-015,Internal Operating Support Packet 015,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-016,Internal Operating Support Packet 016,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-017,Internal Operating Support Packet 017,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-018,Internal Operating Support Packet 018,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-019,Internal Operating Support Packet 019,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-020,Internal Operating Support Packet 020,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-021,Internal Operating Support Packet 021,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-022,Internal Operating Support Packet 022,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-023,Internal Operating Support Packet 023,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-024,Internal Operating Support Packet 024,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-025,Internal Operating Support Packet 025,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-026,Internal Operating Support Packet 026,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-027,Internal Operating Support Packet 027,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-028,Internal Operating Support Packet 028,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-029,Internal Operating Support Packet 029,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-030,Internal Operating Support Packet 030,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-031,Internal Operating Support Packet 031,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-032,Internal Operating Support Packet 032,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-033,Internal Operating Support Packet 033,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-034,Internal Operating Support Packet 034,T3 governed content system,7,3,domain grounding | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-035,Internal Operating Support Packet 035,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-internal-operating-support-036,Internal Operating Support Packet 036,T3 governed content system,7,3,close-read requirement | method authority | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-muranoos-red-team-continuation-handoff-2026-04-11,Smallest addendum wrapper; 5-surface Core Analytical Workflow,T2 platform module,7,1,method authority,state model,"Use sources to test whether each instrument actually improves analytic judgment: hypothesis discipline, bias control, decomposition, evidence weighting, confidence change, and human-AI division of labor.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
mb-comparative-rhetoric-final,Warning Misleading name: all 24 files are 1-line title stubs (466 bytes total),T3 governed content system,7,2,counter-source or limitation | technical mechanism,item registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",T3 governed content system,3,1,method authority,source registry,"Use sources to move the project from description to warrant: method source, domain source, evaluation source, limitation source, and output-bridge source.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,T2 platform module,3,1,technical mechanism,state model,"Use sources to make the operating environment professionally legible: rooms, instruments, records, agents, review gates, and export limits should map to recognized research, organizational, or human-computer workflow principles.",close-read and bibliographic verification required before turning candidates into formal citations,"complete one source note that changes a module rule, test gate, or claim ceiling"
