capture_id,execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,capture_type,acceptance_result,claim_after_capture,next_live_capture_step
PCS-3295DFCB690B,PER-3DF91EA8FA8A,PC-A4C65B31DC4C,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-B2BE3C4C2ADF,PER-6C9744E67C9B,PC-D9D85885A8F2,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-762C6F6207F5,PER-9652B0D7A2F3,PC-897D2A39DA3A,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-F752936266F4,PER-C05FB113EF86,PC-41C347B3994F,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C25208A220BA,PER-B8EFFC3B079D,PC-60BA72D0E6BD,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-CDC83D6D5206,PER-A89E5A1C0E13,PC-3543EB6049DD,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-9E4216CFC3E8,PER-808E9D649A54,PC-23281E50FB44,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-BAD657C0D202,PER-E15DDC13F8BE,PC-0D2318CE17BF,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-DB8A923E5FAE,PER-026934A49C51,PC-A25D7047C7C7,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-E5DE16671FCD,PER-B2728EB2505A,PC-DA9F8F3B7D7C,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-DC82433C223C,PER-0B07FEE56177,PC-B9FB26103C6E,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-F1ACF55DB5D4,PER-CD3910D53555,PC-DD96354091D9,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-978EE5B6EBF1,PER-0BE8B950C4C7,PC-C3DFAB0B2342,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-7B7BBCB29E39,PER-8FE6503F1AE4,PC-27DF479FA69E,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-A0B194ED528D,PER-2B7A6405E878,PC-A5AF366D152A,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C5EEFB46400D,PER-DBA4A8EC7AD4,PC-0FF8CA2E6922,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-9D647D96C24E,PER-5D871A85AD28,PC-5371CF8C6DFE,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-486272CBF3A8,PER-DA2CD9AC4141,PC-AA0B8639C071,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-8FCC61F194A0,PER-ADF12BD2B2C7,PC-0EA9D0EF9DD5,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C05D42CFA19A,PER-C1C25E551064,PC-7E04E324CBB6,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-87C87A33CEE8,PER-68C620004782,PC-3511B66488F7,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-45348FC288D4,PER-F4EDDA414639,PC-D4C41B648EA9,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-5BA4015D8620,PER-B88E700651A2,PC-B261E7E0BB2D,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-F5538E6DD5FB,PER-898F763E6C3F,PC-31DF27779C56,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-181D1D30FB0A,PER-B130C6429E0E,PC-56607D3759BD,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-68E303994748,PER-0AA144D79AFD,PC-1E301E904AC5,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-F0FB34638018,PER-F40F652BA380,PC-97C2B83AF32A,mb-murano-room-handoff-v1,Room template v1,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-6F067DED7A9D,PER-EABFA5F23579,PC-5C177AC0BD72,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-4B3C063ED596,PER-036152BA7817,PC-FEFCD995DA2F,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-DB2EB8C5EE58,PER-43B939C9B10A,PC-F4C4FBD59336,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-43CC107C26EC,PER-DC438111BD02,PC-CBF2DB54C097,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-A5B10551F568,PER-6A96DA7B832F,PC-008597AC47AD,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-B4DB1E9BA40D,PER-365B38CE92B3,PC-F2AAD2F174B2,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-EBE0EEC6C011,PER-1A9EBD9DE985,PC-1FB260077061,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-59582462B31B,PER-DC232D7B9598,PC-A6E60C0EC976,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C2B5A14C73EE,PER-5B5DA191AAA7,PC-3C38C4F407BC,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-CCF282202281,PER-F4668EB18C48,PC-1A348A3559A7,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-794D083D53DC,PER-FC87031C94EA,PC-6A2530A9F21E,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-1C4B9CB494E9,PER-41C9ADFF94DD,PC-0884105C2F73,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-6F56BD67E20B,PER-476335F5B81A,PC-6C072120C2E5,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-CC10955E4D92,PER-D221A435E83A,PC-83BDAC1DFA62,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-3104E28B8747,PER-FF0BAC549C0B,PC-5D28F9C21DB7,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-8045772FE72E,PER-598E92981D5C,PC-3EC1CB2DB119,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-74FA2CA59470,PER-1B84FBFFB429,PC-4B6166463C86,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C9FAF3D66505,PER-80314A66E883,PC-A6C516979E36,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-4048BAB75F77,PER-755948CE34CA,PC-031E4AA4D3CC,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-7DAFF354577A,PER-C64765227754,PC-6B0BBD6D5D27,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C8957F330134,PER-FBD302E02C28,PC-49873E1C653A,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-4CE819EAAFE4,PER-21C71DE65FAA,PC-0EA814583ABA,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-248C29FDA505,PER-CD555E5DF6A5,PC-E9A3DEC926CE,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-8C1945536026,PER-A87AC3FF7AD8,PC-5916DC683FDF,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C8EA43BB5788,PER-91B47FBD1C49,PC-BACA6E6A1640,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-D6A8D3C29FC8,PER-4F28795C43F9,PC-5A29D16AFD1A,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-37450645D212,PER-4871229002F5,PC-3CD2151A9AE5,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-D1462B55918B,PER-A737AA9B8B00,PC-5A73C39ED2AD,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-77293BC2858C,PER-1873338C8C27,PC-A07DF2ABB139,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-38D571F14D46,PER-CFBD3C9D39AE,PC-85EF7C5AA12E,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-95368823EC0B,PER-F7536B4C0077,PC-D91E8DB2D6B0,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-38241AFD0B4F,PER-F47B30DB75AC,PC-7E5362477A88,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-D4B0B3124994,PER-59B282D16CE6,PC-B7D8F5D08048,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-08A42E43A862,PER-4D421B718C90,PC-433329A565D4,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-10344B278BB3,PER-B8C342C95FF9,PC-BEE846DFB682,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-257A6F8DC231,PER-09B71208042F,PC-C08D7802DA1E,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-FD65EE18EF36,PER-51DBE6DA53AD,PC-4BA0F93F1C68,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-AC520562C21A,PER-CCA7779C33A2,PC-4E29A620611B,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-B4E4EDFF6560,PER-917C234E73F5,PC-41B4D7881340,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-E20692DD2999,PER-1B721B6B41B2,PC-1086796F68B9,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,state transition proof record,deterministic simulated capture,SIMULATED_PASS_CONTRACT_COMPLETE,May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
