capture_id,execution_run_id,proof_capsule_id,project_id,product_name,proof_artifact,capture_type,fixture_hash,operation_hash,expected_output_hash,acceptance_hash,falsifier_hash,acceptance_result,simulated_observation,source_gate,claim_after_capture,next_live_capture_step
PCS-81D7571A6864,PER-CD0EE6983F87,PC-B80E6611D396,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,a81b46a62dafd84b,4451d79e297d1130,29808a43072d2126,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-AABAE1667F19,PER-5141F4BA06D2,PC-12B6D20E64E6,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,55ad73befa59e3d3,18ee948dfa9cf565,fa90ed7f5144f031,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-DA7C65B86E77,PER-76713B406591,PC-3954CB480551,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,0d810570d4556898,4633ad7d86cdb442,4bdaf177578c932e,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-2D98C035016A,PER-EABF04174EB4,PC-2F7DD9D4E1CE,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,ccbe744ef19ca10e,fd11b729b3900004,1124aae4ed910e3d,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-9CFE83AF409F,PER-8DCB31A88F4E,PC-675C98ACCEC6,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,b13f408974c17b35,34b68969db0b27cc,c3df6b75983e5084,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-74CF6CBCBEFF,PER-2FA564E09BD2,PC-4CD8C31ADB13,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,ced6847c2991f9ec,af5f39aa710ea278,7520415af5c7cfa6,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-6380F0817A33,PER-B511A41F660B,PC-08A215C94021,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,9512994a045b4b13,379bab4e795d008c,6440609d34adea93,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-3BBA171DB921,PER-E554099A87B4,PC-C178DE5EDA42,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,9dfc6d342f3bab24,af5f39aa710ea278,5308e92b0c659b38,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-7EFC0B14EAD0,PER-A50431ED625A,PC-37954E5FB3B0,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,state transition proof record,deterministic simulated capture,96642dffe6b4b159,a9e8efbe8f37b6b3,ca8cf87cc0c72ffe,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for * META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-BF1E73E49A0A,PER-8181F5EF8726,PC-34F9D39C5C13,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,f87938ef262d3837,99953d2d504c16b3,9f31ed87602c3115,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-87255D312302,PER-A81C915FAF7C,PC-90A77FA5B6B2,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,5d07a67cd14b5456,2038cd6a63062e9f,92776b71b331bc65,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-92889B4DA891,PER-CAD2D931D7D8,PC-E7EFD2DB6568,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,10459a42e616600d,b3e494067bb8345f,ed723b3a123c5e83,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-E36E83588D94,PER-2EB2D5B961BB,PC-466E0B6D7BA2,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,764c41219cf2dd48,774b1bebed26ad6f,e49b213519b7212f,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-233E568A204B,PER-6A2D906E10B2,PC-33B60E74C23B,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,44b86bdd79be4b55,6617b6bfdfc4f42c,15d205212c3afd7b,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-F69FC010D380,PER-612931610619,PC-920A147C691E,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,aba37580ff55eac9,e692db4277914efb,f1b85ad3787837c0,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-5186C0E9AAC3,PER-8B2AB75D0A1D,PC-47644A335ED9,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,56c33c1e6105dbb4,863eb0466ed25cea,3877081ede2b62ff,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-223A215E5861,PER-52542AAAF793,PC-8E165B054EE2,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,ef57e67e8abb88c3,4297c682a794351b,7b126a523bca0008,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C61405BA5DB3,PER-1A92D0DABBBE,PC-8D74322EC9BD,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,4ceb0ec5415b30df,508214a94595c077,b6884cb801d2da69,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C9C2F57FBF96,PER-5FB46A01A16C,PC-1CC6E0EC0203,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,bb8e4c0da989fd25,08462be7306e2b6f,3c084562abd06297,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-5917B4AA0835,PER-F372D35632E8,PC-D0C0E4EABA36,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,0d810570d4556898,cff8f1fe0b12e6ac,4bdaf177578c932e,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-A9113117DFB1,PER-9745FA1EAFC9,PC-DE6CCD1AE66F,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,ccbe744ef19ca10e,52419377a4e2ccd4,1124aae4ed910e3d,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-561D739B365E,PER-53992D61ECDE,PC-73225974584A,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,b13f408974c17b35,705cc73908c12621,c3df6b75983e5084,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-11DD5D364532,PER-34DB2672034C,PC-C4FB6B5408B4,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,ced6847c2991f9ec,315f1fff9fa6ec76,7520415af5c7cfa6,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-C489ED2F1C7C,PER-DF43121F4E5A,PC-669C2E8E7DFF,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,9512994a045b4b13,379bab4e795d008c,6440609d34adea93,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-30798C1E0EFC,PER-983B5EEA744A,PC-F9330DABA7CA,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,9dfc6d342f3bab24,315f1fff9fa6ec76,5308e92b0c659b38,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-668716FB2CB7,PER-59DB80130C14,PC-E112A7CE22BF,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,state transition proof record,deterministic simulated capture,96642dffe6b4b159,a579a1fb5e1a5840,ca8cf87cc0c72ffe,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for CI Tradecraft Chamber.","Complete 1 close-read contract(s), update 3 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-A94A9F4E4409,PER-DAE35D99BEF1,PC-B4616411DA8F,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,a48fbae6bdd0e010,c9bc37a5dfd7decc,753ce597becf656f,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-77EBC2D927C9,PER-3C174928A8AE,PC-103A8772D9C6,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,5e6fa9861dc7d077,8d54bfbeef679fd1,20a9d90118b006e4,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-4520774D4038,PER-AABC4BFC5FE3,PC-3B334FF9847F,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,5798c828abb131ee,2a070e22f535ae3b,73fd084e1c5a5c1f,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-8BDEC37AB067,PER-A5D3E24A087C,PC-DC04064F0E33,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,aa5433f5a469ab0a,a84e7671d4dfabbd,3d60f1ebeea65c63,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-1D5105C6A863,PER-CD23ECC83E67,PC-F9A9D11EEFD0,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,cb41d1233877387a,dd97356f2d64edb8,dbf9fae246b0eff7,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-D41580E63958,PER-F15354708648,PC-DA077BADB702,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,4a04c18f0ed0936e,893c73dbc776e858,350f2a41188e9115,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-1449BF3C24D5,PER-BB3E20391E04,PC-DBB678721E5A,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,dbe51d1646191862,542bf74baeb0568b,5c2161f041a8b10d,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-134865715567,PER-FE8C1F9485D0,PC-D1FA5E47858E,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,905fe9b4a386ef7d,acffcf2d9beb5cdd,c5454335b26e9e4d,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-64F092FDAF42,PER-7DD2EFD84D21,PC-45B55F56D3E3,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,5a7d3fadc0b02c8f,b60e4808f6b9126e,55edb7a8fc354b5c,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
PCS-0EFACB35301D,PER-73A7D2D27C3F,PC-1CC84D53FEB2,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,state transition proof record,deterministic simulated capture,28bf9da41a7548da,ad47f8ddd411d28b,fe39b6737d949a6f,827a5da2cf53f8bf,696597cd620b4f99,SIMULATED_PASS_CONTRACT_COMPLETE,"Simulated capture records fixture, operation, expected state transition proof record, acceptance decision, falsifier check, and claim boundary for Human Terrain & Statecraft.","Complete 2 close-read contract(s), update 6 linked proof-capsule field(s), and preserve the current claim ceiling until passage notes exist.",May claim deterministic simulated proof capture; live operational claim remains blocked until a real runtime trace exists.,"Capture a real live runtime trace for state transition proof record; preserve fixture, operation trace, output artifact, acceptance result, falsifier, and claim boundary."
