source_note_id,source_candidate,locator_status,public_file_label,extension,collection_hint,match_score,matched_tokens,extraction_status,pages_total,pages_scanned,scan_scope,extractor,top_terms,candidate_phrase_cues,concept_family,passage_contract_count,claim_boundary
SCN-94CF71A25C6E,"No Place for Russia European Security Institutions Since 1989 Hill, William H",candidate_file_found,"No Place for Russia - European Security Institutions Since 1989 - Hill, William H.epub",.epub,Bookshare source library candidate,196.0,"european, hill, institutions, place, russia, security, since, william",extracted,,2,epub_full_html_items,zipfile-epub-html,"russia, russian, security, putin, european, crisis, europe, ukraine, economic, world","stent limits, limits partnership, roxburgh strongman, united states, vladimir putin, russian economy",Russia/security-domain grounding,5,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-2F8509B26490,OceanofPDF.com Americas Strategic Blunders Intelligence Analysis and National Security Policy 1936 1991 Willard C Matthias PDOC,candidate_file_found,OceanofPDF.com Americas Strategic Blunders Intelligence Analysis and National Security Policy 1936 - 1991 - Willard C Matthias PDOC.pdf,.pdf,Kindle/PDF source library candidate,226.0,"americas, blunders, intelligence, matthias, national, oceanofpdf, pdoc, policy, security, strategic, willard",extracted,373,120,capped_first_120_pages,PyMuPDF,"soviet, military, intelligence, world, japanese, german, communist, europe, states, united","united states, america strategic, strategic blunders, soviet union, pearl harbor, intelligence triumphs",Russia/security-domain grounding,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-F8E2A0AFDA24,OceanofPDF.com Security Assurances and Nuclear Nonproliferation Jeffrey W Knopf PDOC,candidate_file_found,OceanofPDF.com Security Assurances and Nuclear Nonproliferation - Jeffrey W Knopf PDOC.pdf,.pdf,Kindle/PDF source library candidate,196.0,"assurances, jeffrey, knopf, nonproliferation, nuclear, oceanofpdf, pdoc, security",extracted,314,120,capped_first_120_pages,PyMuPDF,"nuclear, assurances, security, states, assurance, weapons, positive, state, deterrence, negative","security assurances, nuclear weapons, nuclear weapon, weapon states, united states, negative assurances",security strategy and institutional constraint,3,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-D131010788DF,OceanofPDF.com The Sources of Military Doctrine France Britain and Germany Between the World Wars Barry R Posen PDOC,candidate_file_found,OceanofPDF.com The Sources of Military Doctrine France Britain and Germany Between the World Wars - Barry R Posen PDOC.pdf,.pdf,Kindle/PDF source library candidate,236.0,"barry, britain, doctrine, france, germany, military, oceanofpdf, pdoc, posen, sources, wars, world",extracted,287,120,capped_first_120_pages,PyMuPDF,"military, doctrine, states, offensive, power, doctrines, theory, state, political, organizations","military doctrine, balance power, military organizations, offensive doctrines, power theory, organization theory",security strategy and institutional constraint,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-2192AD4E8E93,Omega and the End of the Universe,candidate_file_found,Omega and the End of the Universe - (2021 01 02 03 51 07 UTC).pdf,.pdf,Kindle/PDF source library candidate,136.0,"omega, universe",extracted,5,5,full_document_scan,PyMuPDF,"universe, galaxy, light, things, galaxies, matter, density, around, stars, going","professor charles, charles bailyn, critical density, orbiting around, density universe, absolute magnitude",general source strengthening,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-7673360BE4C6,On the History of Film Style,candidate_file_found,On the History of Film Style - David Bordwell.pdf,.pdf,Kindle/PDF source library candidate,146.0,"film, history, style",extracted,353,120,capped_first_120_pages,PyMuPDF,"cinema, history, style, silent, stylistic, films, version, story, sound, standard","standard version, basic story, stylistic history, bardeche brasillach, version stylistic, defending defining",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-C901CF525F07,Peace Education From the Grassroots,candidate_file_found,Peace Education From the Grassroots - Ian M. Harris.pdf,.pdf,Kindle/PDF source library candidate,146.0,"education, grassroots, peace",extracted,343,120,capped_first_120_pages,PyMuPDF,"peace, education, school, program, teachers, violence, students, schools, subject, printed","peace education, ebscohost printed, printed mcgill, mcgill subject, subject https, https ebsco",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-BA52469959AF,Pherso Counterintelligence Structured Analytic Techniques,candidate_file_found,Pherso Counterintelligence Structured Analytic Techniques.pdf,.pdf,Kindle/PDF source library candidate,156.0,"counterintelligence, pherso, structured, techniques",extracted,241,120,capped_first_120_pages,PyMuPDF,"information, table, anthrax, evidence, deception, analysts, technique, assumptions, structured, techniques","radio marti, inhalation anthrax, structured techniques, karinna moskalenko, structured critique, assumptions check",intelligence-analysis method and warning,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-7852F76C67EA,Principles of Microeconomics,candidate_file_found,Principles of Microeconomics - N. Gregory Mankiw.pdf,.pdf,Kindle/PDF source library candidate,136.0,"microeconomics, principles",extracted,545,120,capped_first_120_pages,PyMuPDF,"economics, economy, people, university, economists, income, economic, market, trade, demand","demand curve, goods services, production possibilities, possibilities frontier, state university, problems applications",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-433377067F17,Propaganda - Made - to - Measure - How - Our - Vulnerabilities - Facilitate - Russian - Influence,candidate_file_found,Propaganda - Made - to - Measure - How - Our - Vulnerabilities - Facilitate - Russian - Influence.pdf,.pdf,Kindle/PDF source library candidate,186.0,"facilitate, influence, made, measure, propaganda, russian, vulnerabilities",extracted,296,120,capped_first_120_pages,PyMuPDF,"russian, russia, romania, political, country, society, influence, public, propaganda, moscow","foreign policy, european union, russian propaganda, republic moldova, russian federation, policy security",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-B487FE34ECED,Psychology of Intelligence Analysis,candidate_file_found,Psychology of Intelligence Analysis - Richard Heuer.pdf,.pdf,Kindle/PDF source library candidate,136.0,"intelligence, psychology",extracted,468,120,capped_first_120_pages,PyMuPDF,"information, intelligence, analysts, analyst, memory, mental, hypotheses, evidence, process, judgment","intelligence analysts, mental model, situational logic, intelligence analyst, mental models, amount information",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-2818975C8BF7,Putin Takes Crimea 2014: Grey-Zone Warfare Opens the Russia-Ukraine Conflict,candidate_file_found,Putin Takes Crimea 2014 Grey - Zone Warfare Opens the Russia - Ukraine Conflict - Mark Galeotti.pdf,.pdf,Kindle/PDF source library candidate,216.0,"conflict, crimea, grey, opens, putin, russia, takes, ukraine, warfare, zone",extracted,81,81,full_document_scan,PyMuPDF,"russian, crimea, ukrainian, forces, military, putin, russians, naval, russia, ukraine","getty images, putin takes, takes crimea, naval infantry, images putin, special forces",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-6423F85ECDEC,Putin and the Oligarch,candidate_file_found,"Putin and the Oligarch - Sakwa, Richard; (2).pdf",.pdf,Kindle/PDF source library candidate,136.0,"oligarch, putin",extracted,470,120,capped_first_120_pages,PyMuPDF,"khodorkovsky, state, yukos, putin, russia, business, company, political, russian, oligarchs","yukos affair, prime minister, mikhail khodorkovsky, yukos company, loans shares, constitutional state",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-E68CAC3CD8A4,"Rethinking Chinese Foreign Policy Security, Development, and Ideology Hai Guo",candidate_file_found,"Rethinking Chinese Foreign Policy - Security, Development, and Ideology - Hai Guo.epub",.epub,Bookshare source library candidate,186.0,"chinese, development, foreign, ideology, policy, rethinking, security",extracted,,6,epub_full_html_items,zipfile-epub-html,"china, chinese, foreign, states, policy, international, world, economic, political, state","foreign policy, united states, china foreign, world order, foreign affairs, imperial court",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-428CCB2EE215,Return to the Motherland: Displaced Soviets in WWII and the Cold War,candidate_file_found,Return to the Motherland Displaced Soviets in WWII and the Cold War - Seth Bernstein.pdf,.pdf,Kindle/PDF source library candidate,176.0,"cold, displaced, motherland, return, soviets, wwii",extracted,467,120,capped_first_120_pages,PyMuPDF,"workers, german, eastern, soviet, people, germany, germans, forced, labor, women","eastern workers, forced laborers, eastern worker, foreign workers, forced labor, german authorities",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-BEAFDB7F35BD,Routledge Handbook of Forest Ecology,candidate_file_found,Routledge Handbook of Forest Ecology - Kelvin S. - H. Peh et al.pdf,.pdf,Kindle/PDF source library candidate,146.0,"ecology, forest, routledge",extracted,669,120,capped_first_120_pages,PyMuPDF,"forests, forest, species, boreal, north, temperate, northern, pinus, picea, betula","north america, boreal forests, temperate forests, temperate forest, north american, northern temperate",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-C1F4A019CFC7,Routledge Handbook of Psychoanalytic Political Theory,candidate_file_found,Routledge Handbook of Psychoanalytic Political Theory - Yannis Stavrakakis.pdf,.pdf,Kindle/PDF source library candidate,156.0,"political, psychoanalytic, routledge, theory",extracted,483,120,capped_first_120_pages,PyMuPDF,"political, freud, psychoanalysis, psychoanalytic, social, theory, london, university, unconscious, politics","political theory, psychoanalytic political, sigmund freud, paranoid schizoid, melanie klein, depressive position",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-22684C4CB9A2,"Routledge Handbook on Cooperation, Interdependencies and Security in the Mediterranean Elena Calandri, Karolina Golemo, Jesús Ventura Fernández",candidate_file_found,"Routledge Handbook on Cooperation, Interdependencies and Security in the Mediterranean - Elena Calandri, Karolina Golemo, Jesús Ventura - Fernández.epub",.epub,Bookshare source library candidate,236.0,"calandri, cooperation, elena, fern, golemo, interdependencies, karolina, mediterranean, ndez, routledge, security, ventura",extracted,,12,epub_full_html_items,zipfile-epub-html,"mediterranean, european, political, international, economic, europe, countries, states, return, relations","united states, foreign policy, human rights, european integration, political economic, international relations",security strategy and institutional constraint,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-03752F0D04C4,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC,candidate_file_found,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC.pdf,.pdf,Kindle/PDF source library candidate,186.0,"assessment, global, pdoc, reach, russia, security, statecraft",extracted,168,120,capped_first_120_pages,PyMuPDF,"russia, russian, policy, states, security, power, arctic, https, strategic, united","united states, foreign policy, great power, russian federation, latin america, great powers",Russia/security-domain grounding,3,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-4F934894C36A,Russia's Global Reach A Security and Statecraft Assessment Graeme P. Herd,candidate_file_found,Russia's Global Reach A Security and Statecraft Assessment 0 PDOC.pdf,.pdf,Kindle/PDF source library candidate,80.75,"assessment, global, reach, russia, security, statecraft",extracted,168,120,capped_first_120_pages,PyMuPDF,"russia, russian, policy, states, security, power, arctic, https, strategic, united","united states, foreign policy, great power, russian federation, latin america, great powers",Russia/security-domain grounding,2,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-B6036276F194,Russia's Security Policy under Putin Aglaya Snetkov,candidate_file_found,Russia's Security Policy under Putin - Aglaya Snetkov.epub,.epub,Bookshare source library candidate,186.0,"aglaya, policy, putin, russia, security, snetkov, under",extracted,,13,epub_full_html_items,zipfile-epub-html,"security, russia, state, russian, chechnya, putin, policy, within, international, discourse","security policy, state identity, external security, putin regime, internal external, russia security",Russia/security-domain grounding,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-1204D55B5F3B,Russian Energy Policy and Military Power Putin's quest for greatness Pavel K. Baev,candidate_file_found,Russian Energy Policy and Military Power - Putin's quest for greatness - Pavel K. Baev.epub,.epub,Bookshare source library candidate,216.0,"baev, energy, greatness, military, pavel, policy, power, putin, quest, russian",extracted,,7,epub_full_html_items,zipfile-epub-html,"putin, energy, russia, political, russian, military, power, moscow, ukraine, state","armed forces, great power, energy security, united states, defence minister, sergei ivanov",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-2E7FC8BAE7E5,Russian Grand Strategy: Rhetoric and Reality,candidate_file_found,Russian Grand Strategy Rhetoric and Reality - Samuel Charap et al.pdf,.pdf,Kindle/PDF source library candidate,166.0,"grand, reality, rhetoric, russian, strategy",extracted,244,120,capped_first_120_pages,PyMuPDF,"russia, strategy, russian, grand, military, security, state, states, moscow, national","grand strategy, russian grand, stated strategy, president russia, russia stated, strategy rhetoric",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-F7CF70E4751C,"Safeguarding Democratic Capitalism U.S. Foreign Policy and National Security, 1920 2015 Melvyn P. Leffler",candidate_file_found,"Safeguarding Democratic Capitalism U.S. Foreign Policy and National Security, 1920 - 2015 - Melvyn P. Leffler.pdf",.pdf,Kindle/PDF source library candidate,206.0,"capitalism, democratic, foreign, leffler, melvyn, national, policy, safeguarding, security",extracted,360,120,capped_first_120_pages,PyMuPDF,"american, foreign, hoover, policy, world, european, united, economic, states, national","united states, foreign policy, herbert hoover, national security, american foreign, foreign relations",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-88F9D66C25B1,Spies: The Rise and Fall of the KGB in America,candidate_file_found,Spies The Rise and Fall of the KGB in America - John Earl Haynes; Harvey Klehr; Alexander Vassiliev.pdf,.pdf,Kindle/PDF source library candidate,156.0,"america, fall, rise, spies",extracted,831,120,capped_first_120_pages,PyMuPDF,"soviet, intelligence, vassiliev, alger, chambers, files, notebooks, american, espionage, cover","united states, cover names, soviet espionage, state department, vassiliev notebooks, intelligence service",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-CF5FE54AF1B0,"Statebuilding and Counterinsurgency in Oman Political, Military and Diplomatic Relations at the End of Empire James Worrall",candidate_file_found,"Statebuilding and Counterinsurgency in Oman Political, Military and Diplomatic Relations at the End of Empire - James Worrall.pdf",.pdf,Kindle/PDF source library candidate,216.0,"counterinsurgency, diplomatic, empire, james, military, oman, political, relations, statebuilding, worrall",extracted,338,120,capped_first_120_pages,PyMuPDF,"britain, british, sultan, dhofar, policy, middle, state, world, statebuilding, counterinsurgency","statebuilding counterinsurgency, foreign policy, national interest, anglo american, importance britain, armed forces",security strategy and institutional constraint,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-89768E8F89BB,"Storm-333: KGB and Spetsnaz Seize Kabul, Soviet-Afghan War 1979",candidate_file_found,"Storm - 333 KGB and Spetsnaz Seize Kabul, Soviet - Afghan War 1979 - Mark Galeotti.pdf",.pdf,Kindle/PDF source library candidate,176.0,"afghan, kabul, seize, soviet, spetsnaz, storm",extracted,111,111,full_document_scan,PyMuPDF,"soviet, palace, battalion, military, security, kabul, afghan, afghanistan, general, forces","muslim battalion, general staff, senior lieutenant, tajbeg palace, security battalion, soviet union",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-FAE3BCA7DFB9,The Cossacks and Religion in Early Modern Ukraine,candidate_file_found,The Cossacks and Religion in Early Modern Ukraine - Serhii Plokhy.pdf,.pdf,Kindle/PDF source library candidate,166.0,"cossacks, early, modern, religion, ukraine",extracted,413,120,capped_first_120_pages,PyMuPDF,"cossacks, cossack, ukrainian, ukraine, history, polish, commonwealth, government, cossackdom, early","history ukraine, ukrainian cossacks, hrushevsky history, early modern, registered cossacks, seventeenth century",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-7055C2B99F7E,The Guatemalan Military Project: A Violence Called Democracy,candidate_file_found,The Guatemalan Military Project A Violence Called Democracy - Jennifer Schirmer.pdf,.pdf,Kindle/PDF source library candidate,166.0,"called, democracy, guatemalan, military, violence",extracted,363,120,capped_first_120_pages,PyMuPDF,"military, officers, interview, general, political, gramajo, guerrilla, forces, guatemalan, state","human rights, armed forces, general staff, chief staff, civil affairs, national security",security strategy and institutional constraint,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-76BA3E41C3E7,The Handbook of Communication Skills,candidate_file_found,The Handbook of Communication Skills - Owen Hargie.pdf,.pdf,Kindle/PDF source library candidate,136.0,"communication, skills",extracted,641,120,capped_first_120_pages,PyMuPDF,"social, skill, skills, communication, skilled, behaviour, performance, interpersonal, motor, others","social skills, motor skill, social skill, social interaction, skilled performance, interpersonal communication",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-6056F8E036DA,The Nutritional Hierarchy of Importance Nutrient Timing PDOC,candidate_file_found,The Nutritional Hierarchy of Importance Nutrient Timing PDOC.pdf,.pdf,Kindle/PDF source library candidate,176.0,"hierarchy, importance, nutrient, nutritional, pdoc, timing",extracted,38,38,full_document_scan,PyMuPDF,"timing, https, nutrient, training, rippedbody, comment, macros, calories, importance, nutritional","nutrient timing, https rippedbody, rippedbody nutrient, nutritional hierarchy, hierarchy importance, importance nutrient",general source strengthening,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-04AED0A0370C,The Oxford Companion to Classical Civilization,candidate_file_found,The Oxford Companion to Classical Civilization - Simon Hornblower et al.pdf,.pdf,Kindle/PDF source library candidate,156.0,"civilization, classical, companion, oxford",extracted,1966,120,capped_first_120_pages,PyMuPDF,"greek, roman, classical, oxford, ancient, entries, companion, latin, hellenistic, achilles","greek roman, greek hellenistic, ancient world, oxford university, oxford classical, classical dictionary",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-674C8F483621,The Oxford Guide to Etymology,candidate_file_found,The Oxford Guide to Etymology - Philip Durkin.pdf,.pdf,Kindle/PDF source library candidate,146.0,"etymology, guide, oxford",extracted,813,120,capped_first_120_pages,PyMuPDF,"english, words, meaning, language, history, erent, languages, germanic, etymology, proto","middle english, modern english, proto germanic, proto european, sound change, germanic languages",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-7B17C5BB934B,The Oxford Handbook of Creative Industries,candidate_file_found,Artificial Intelligence in Creative Industries - Psychological and Social Implications - Caterina Moruzzi.epub,.epub,Bookshare source library candidate,40.667,"creative, industries",extracted,,8,epub_full_html_items,zipfile-epub-html,"return, creative, image, https, generative, images, tools, generated, human, process","image generation, artificial intelligence, https return, diffusion models, generated images, creative process",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-8094B822FB5B,The Oxford Handbook of Critical Management Studies,candidate_file_found,The Oxford Handbook of Critical Management Studies - Mats Alvesson et al.pdf,.pdf,Kindle/PDF source library candidate,156.0,"critical, management, oxford, studies",extracted,631,120,capped_first_120_pages,PyMuPDF,"critical, management, oxford, university, studies, online, organization, theory, business, social","oxford online, oxford university, management studies, critical management, rights reserved, under terms",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-1B5523B6414B,The Oxford Handbook of Cyberpsychology,candidate_file_found,The Oxford Handbook of Cyberpsychology - Alison Attrill - Smith et al.pdf,.pdf,Kindle/PDF source library candidate,136.0,"cyberpsychology, oxford",extracted,779,120,capped_first_120_pages,PyMuPDF,"online, social, university, people, different, behavior, others, internet, offline, might","social media, impression management, online behavior, attrill smith, alison attrill, chris fullwood",technical/adversarial system mechanism,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-3D751D268BFB,The Oxford Handbook of Ethics of AI,candidate_file_found,The Oxford Handbook of Ethics of AI - Markus Dirk Dubber et al.pdf,.pdf,Kindle/PDF source library candidate,136.0,"ethics, oxford",extracted,1156,120,capped_first_120_pages,PyMuPDF,"ethics, intelligence, human, artificial, university, ethical, science, systems, social, machine","artificial intelligence, computer science, machine learning, oxford university, joanna bryson, artificial entities",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-E1A46A33DCD8,The Oxford Handbook of Governance and Limited Statehood Thomas Risse et al,candidate_file_found,The Oxford Handbook of Governance and Limited Statehood - Thomas Risse et al.pdf,.pdf,Kindle/PDF source library candidate,176.0,"governance, limited, oxford, risse, statehood, thomas",extracted,652,120,capped_first_120_pages,PyMuPDF,"state, statehood, governance, limited, areas, states, volume, political, international, actors","limited statehood, areas limited, governance areas, islands excellence, state actors, closed access",general source strengthening,1,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-483CDA336DC0,The Oxford Handbook of Political Methodology,candidate_file_found,The Oxford Handbook of Political Methodology - Janet M. Box - Steffensmeier et al.pdf,.pdf,Kindle/PDF source library candidate,146.0,"methodology, oxford, political",extracted_no_text,908,120,capped_first_120_pages,PyMuPDF,,,method/evaluation standard,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-4360BC243112,The Oxford Handbook of Qualitative Research,candidate_file_found,The Oxford Handbook of Qualitative Research - Patricia Leavy.pdf,.pdf,Kindle/PDF source library candidate,136.0,"oxford, qualitative",extracted,785,120,capped_first_120_pages,PyMuPDF,"qualitative, social, methods, history, researchers, university, psychology, sciences, approaches, human","social sciences, qualitative researchers, history qualitative, qualitative methods, qualitative social, historical overview",method/evaluation standard,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-00464900020B,The Oxford Handbook of Sociolinguistics,candidate_file_found,The Oxford Handbook of Sociolinguistics - Robert Bayley et al.pdf,.pdf,Kindle/PDF source library candidate,136.0,"oxford, sociolinguistics",extracted,914,120,capped_first_120_pages,PyMuPDF,"language, linguistic, social, variation, sociolinguistics, university, english, change, studies, anthropology","linguistic anthropology, language variation, variation change, disciplinary perspectives, variationist sociolinguistics, language policy",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-737A2F6D4355,"The Oxford Handbook of Work Engagement, Motivation, and Self-Determination Theory",candidate_file_found,"The Oxford Handbook of Work Engagement, Motivation, and Self - Determination Theory - Marylène Gagné.pdf",.pdf,Kindle/PDF source library candidate,176.0,"determination, engagement, motivation, oxford, self, theory",extracted,465,120,capped_first_120_pages,PyMuPDF,"motivation, psychology, needs, intrinsic, satisfaction, theory, psychological, autonomy, people, social","intrinsic motivation, social psychology, determination theory, psychological needs, personality social, basic psychological",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-D8A3B8E586D5,The Oxford Handbook on Atrocity Crimes,candidate_file_found,The Oxford Handbook on Atrocity Crimes - Barbora Holá et al.pdf,.pdf,Kindle/PDF source library candidate,146.0,"atrocity, crimes, oxford",extracted,1222,120,capped_first_120_pages,PyMuPDF,"crimes, atrocity, genocide, international, violence, crime, atrocities, university, criminal, group","atrocity crimes, crimes humanity, international criminal, human rights, atrocity crime, transitional justice",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-502A0D2FFA81,The Palgrave Handbook of Animals and Literature,candidate_file_found,The Palgrave Handbook of Animals and Literature - Susan McHugh et al.pdf,.pdf,Kindle/PDF source library candidate,146.0,"animals, literature, palgrave",extracted,905,120,capped_first_120_pages,PyMuPDF,"animal, human, animals, literature, university, literary, studies, history, world, english","animal studies, human animal, animals literature, literary animal, humans animals, beyond human","interpretive, narrative, or democratic-formation frame",0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-D0B6513DB4BA,The Palgrave Handbook of Malicious Use of AI and Psychological Security,candidate_file_found,The Palgrave Handbook of Malicious Use of AI and Psychological Security - Evgeny Pashentsev.pdf,.pdf,Kindle/PDF source library candidate,156.0,"malicious, palgrave, psychological, security",extracted,758,120,capped_first_120_pages,PyMuPDF,"security, psychological, international, intelligence, artificial, malicious, social, threats, political, deepfakes","psychological security, artificial intelligence, malicious artificial, international psychological, evgeny pashentsev, international relations",intelligence-analysis method and warning,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-6884ACE1ED7E,The Promise of Reason: Studies in the New Rhetoric,candidate_file_found,The Promise of Reason Studies in the New Rhetoric - Noemi Perelman Mattis.pdf,.pdf,Kindle/PDF source library candidate,156.0,"promise, reason, rhetoric, studies",extracted,276,120,capped_first_120_pages,PyMuPDF,"perelman, rhetoric, olbrechts, tyteca, audience, argument, language, argumentation, reason, father","olbrechts tyteca, perelman olbrechts, universal audience, lucie olbrechts, neutral choices, gross dearin",general source strengthening,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-B7F00B121975,The Putin Interviews,candidate_file_found,The Putin Interviews - Robert Scheer.pdf,.pdf,Kindle/PDF source library candidate,136.0,"interviews, putin",extracted,269,120,capped_first_120_pages,PyMuPDF,"people, russia, united, states, think, right, going, president, those, soviet","united states, soviet union, intelligence services, prime minister, american partners, armed forces",Russia/security-domain grounding,0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-5786CD3D712F,"The Routledge Handbook of Anti Corruption Research and Practice Joseph Pozsgai Alvarez, Roxana Bratu",candidate_file_found,"The Routledge Handbook of Anti - Corruption Research and Practice - Joseph Pozsgai - Alvarez, Roxana Bratu.epub",.epub,Bookshare source library candidate,206.0,"alvarez, anti, bratu, corruption, joseph, pozsgai, practice, routledge, roxana",extracted,,3,epub_full_html_items,zipfile-epub-html,"corruption, political, public, government, language, discourse, integrity, party, duterte, philippines","corruption narratives, political corruption, public administration, corruption political, corruption discourse, fight corruption","interpretive, narrative, or democratic-formation frame",0,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-3B413BB54B19,The Routledge Handbook of European Security Law and Policy Elena Conde et al,candidate_file_found,The Routledge Handbook of European Security Law and Policy - Elena Conde et al.pdf,.pdf,Kindle/PDF source library candidate,176.0,"conde, elena, european, policy, routledge, security",extracted,445,120,capped_first_120_pages,PyMuPDF,"european, security, international, union, policy, member, states, cooperation, university, china","member states, european union, human rights, european security, university madrid, european parliament",security strategy and institutional constraint,5,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
SCN-7C6638A0D0E4,The Routledge Handbook of European Security Law and Policy Elena Conde et al (2),candidate_file_found,The Routledge Handbook of European Security Law and Policy - Elena Conde et al (2).pdf,.pdf,Kindle/PDF source library candidate,176.0,"conde, elena, european, policy, routledge, security",extracted,445,120,capped_first_120_pages,PyMuPDF,"european, security, international, union, policy, member, states, cooperation, university, china","member states, european union, human rights, european security, university madrid, european parliament",security strategy and institutional constraint,3,"Machine extraction supports source routing and project bolstering. Quotation, page-specific citation, and final literature claims require human close reading."
