project_id,product_name,source_applications,extracted_sources,roles_covered,concept_families,next_source_action
native-portfolio-index,Full Project Catalogue,6,6,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-respite,Recovery Respite Facility Operations,6,6,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"Russia/security-domain grounding | general source strengthening | interpretive, narrative, or democratic-formation frame | method/evaluation standard","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-russia,Russia,6,6,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-russia-history-room,Russia Historical Context Room,6,6,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-russia-security-desk,Russia Security Desk,6,6,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-uscri,Refugee Resettlement Resource Allocation,6,6,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | technical/adversarial system mechanism","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-wargaming,Alliance Crisis Wargaming,6,6,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,Russia/security-domain grounding | general source strengthening,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
planning,"Development Process - how projects move from idea to built, reviewed work",6,6,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",6,6,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",6,6,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,6,6,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
row10,Structured Human-AI Analyst Workstation,6,6,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",6,6,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
wargaming,Wargaming - theater-level alliance-crisis wargame workbench,6,6,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"Russia/security-domain grounding | interpretive, narrative, or democratic-formation frame | method/evaluation standard","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,6,6,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
algorithmic-active-measures,Algorithmic Active Measures - data poisoning as counterintelligence tradecraft in AI-mediated intelligence analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
analytical-methodology,"Analytical Methodology - eleven discipline pages from a Georgetown Applied Intelligence curriculum, treating each analytical method as its own working surface",5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
capstone-orig,Qualitative Capstone - qualitative analysis of analyst response to AI-introduced corruption,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
ir-lexicon,IR Lexicon - coined-term lexicon for modern foreign-affairs discourse,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | method/evaluation standard,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-chamber-handoff,Chamber of Refractions,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-chamber-of-record-handoff,Chamber of Record,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-codex-prism-handoff-v1,Codex Prism,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-house-of-light-and-doom-handoff-v1,House of Light and Doom,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-annealed-refraction-chamber-handoff-done,Annealed Refraction Chamber,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-glass-station-handoff,Glass Station,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-handoff-2026,Doctrine Forge Codex,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-prism-foundry-handoff,Prism Foundry,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-room-handoff-v1,Room template v1,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-culinary-atelier-handoff-package-2026-04-15,Culinary Atelier,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-lossless-room-master-handoff-v1,Room Master (constitution),5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-africa,Colonial Encounter in Africa,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,method/evaluation standard | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-atanalysis,Analysis Tradecraft,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,general source strengthening | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-cianalysis,Counterintelligence Analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,Russia/security-domain grounding | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-cmanalysis,Collection Management Analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-coanalysis,Counterintelligence Operations Analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-cyanalysis,Cyber Analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-ddianalysis,Directorate Analysis Method,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,Russia/security-domain grounding | intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-east-asia,East Asian War and Strategic Tradition,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,method/evaluation standard | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-etanalysis,Emerging Technology Analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-fwanalysis,Foreign Warning Analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-icanalysis,Intelligence Community Analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-mideast,Ottoman Palestine and Early Zionism,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-mongol,Mongol Empire Military Systems,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-murano,MuranoOS Research Operating Environment,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-psanalysis,Political Strategy Analysis,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
native-western,Western Political Thought and the Ideal State,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
personal-os,"Personal OS - MuranoOS, a personal operating system, local workbench, and project foundation",5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding | technical/adversarial system mechanism,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
row7,Nexus Research Pipeline,5,5,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame","Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
row8,Counter-Terror Analysis - 13-page counter-terror analytical narrative arc,5,5,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,"Convert the most load-bearing extracted concept into a human close-read note, then update the named proof artifact, acceptance test, and public claim boundary."
