project_id,product_name,source_applications,concept_or_better_rows,quote_candidate_or_better_rows,human_verified_integrated_rows,maximum_depth_observed,average_depth_score,source_roles,concept_families,maxed_out_status,reason_not_maxed_out,next_depth_action
mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-narrative-furnace-handoff-pack-2026-04-14,Narrative Furnace,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-sat-handoff-v1,Canonical SAT dedup: 106 techniques normalized across 11 catalogues,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-six-project-hardening-handoff-done-v1,52 MB cross-project governance pack; nested 55 MB original bundle preserved,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-sophisticated-expression-lexicon-handoff,"50-entry curated arsenal (of planned 1,000)",6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-speechwriting-handoff-packet,"25×25 matrix framework (Warning labels populated, cell content NOT)",6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-the-interval-chamber-of-refraction-handoff-v1,Interval Chamber of Refraction,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-aigov-nav,AI Governance Navigator,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-aiintel-cycle,AI Intelligence Cycle,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-aiknowledge-prod,AI Knowledge Production,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-aimodel-assess,AI Model Assessment,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-aiosintnarr,AI OSINT Narrative Analysis,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-aiprompt-eng,AI Prompt Engineering,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-analyst-assurance-desk,Analyst Assurance Desk,6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-applied-history-lab,Applied History Lab,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-capstone-quantitative,Quantitative Capstone Workbench,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-emt,Emergency Triage Simulator,6,6,6,0,5,5.0,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-hsanalysis,Homeland Security Analysis,6,6,6,0,5,5.0,adversarial model | counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-london,Colonial Archive Explorer,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"Russia/security-domain grounding | general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-magnum-opus,Magnum Opus Scholarly Retrieval And Warrant System,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-master-bundle-pages,Master Bundle Pages,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-pharm,Vaccine Distribution Planner,6,6,6,0,5,5.0,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,general source strengthening | intelligence-analysis method and warning | method/evaluation standard,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-portfolio-index,Full Project Catalogue,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-respite,Recovery Respite Facility Operations,6,6,6,0,5,5.0,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"Russia/security-domain grounding | general source strengthening | interpretive, narrative, or democratic-formation frame | method/evaluation standard",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-russia,Russia,6,6,6,0,5,5.0,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-russia-history-room,Russia Historical Context Room,6,6,6,0,5,5.0,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-russia-security-desk,Russia Security Desk,6,6,6,0,5,5.0,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-uscri,Refugee Resettlement Resource Allocation,6,6,6,0,5,5.0,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | technical/adversarial system mechanism",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-wargaming,Alliance Crisis Wargaming,6,6,6,0,5,5.0,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,Russia/security-domain grounding | general source strengthening,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
planning,"Development Process - how projects move from idea to built, reviewed work",6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
regional-studies,"Regional Studies - eight place-based analytical pages (Africa, Berlin, East Asia, London, Mideast, Mongol, Russia, Western)",6,6,6,0,5,5.0,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
row1,Quantitative Capstone - quantitative arm of the AI-corruption capstone study,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
row10,Structured Human-AI Analyst Workstation,6,6,6,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
row3,"AI Extraction Defense - five-layer architecture protecting proprietary AI models from being extracted, copied, or distilled by adversaries",6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
wargaming,Wargaming - theater-level alliance-crisis wargame workbench,6,6,6,0,5,5.0,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"Russia/security-domain grounding | interpretive, narrative, or democratic-formation frame | method/evaluation standard",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
warrant-chamber,Source & Evidence Review - tracking what supports each claim and what still needs review,6,6,6,0,5,5.0,close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
applied-history,Applied History - lab for using historical case study to inform contemporary policy,6,5,5,0,5,4.67,counter-source or limitation | domain grounding | evaluation standard | method authority | source-to-output bridge | technical mechanism,Russia/security-domain grounding | method/evaluation standard | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
native-habitat,Volunteer Build-Day Coordination,6,5,5,0,5,4.67,adversarial model | close-read requirement | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"Russia/security-domain grounding | general source strengthening | interpretive, narrative, or democratic-formation frame | method/evaluation standard",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
algorithmic-active-measures,Algorithmic Active Measures - data poisoning as counterintelligence tradecraft in AI-mediated intelligence analysis,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
analytical-methodology,"Analytical Methodology - eleven discipline pages from a Georgetown Applied Intelligence curriculum, treating each analytical method as its own working surface",5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
capstone-orig,Qualitative Capstone - qualitative analysis of analyst response to AI-introduced corruption,5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
cognitive-warfare,"Cognitive Warfare - counter-intelligence doctrine, operationalized into analytical instruments",5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),5,5,5,0,5,5.0,adversarial model | counter-source or limitation | evaluation standard | method authority | source-to-output bridge,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-chamber-handoff,Chamber of Refractions,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-chamber-of-record-handoff,Chamber of Record,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-codex-prism-handoff-v1,Codex Prism,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-house-of-light-and-doom-handoff-v1,House of Light and Doom,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-mashup-room-handoff-v1,Mashup Intelligence Room,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-annealed-refraction-chamber-handoff-done,Annealed Refraction Chamber,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-glass-station-handoff,Glass Station,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-handoff-2026,Doctrine Forge Codex,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-lossless-study-room-handoff,Lossless Study Room,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-lossless-synthesis-room-handoff,Lossless Synthesis (Magnum Opus Scriptorium),5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | intelligence-analysis method and warning,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-prism-foundry-handoff,Prism Foundry,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,general source strengthening | security strategy and institutional constraint,not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame | security strategy and institutional constraint",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-room-handoff-v1,Room template v1,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-murano-speechcraft-studio-handoff,Speechcraft Studio,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | intelligence-analysis method and warning | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,5,5,5,0,5,5.0,counter-source or limitation | evaluation standard | method authority | source-to-output bridge | technical mechanism,"general source strengthening | interpretive, narrative, or democratic-formation frame",not_maxed_out,"No project is source-maxed until load-bearing passages are human-verified, citation-located, and integrated into artifacts with before/after proof.",Promote the most important source row from machine cue to human-verified artifact change.
