source_depth_id,project_id,product_name,source_role,source_candidate,source_note_id,quote_candidate_id,utilization_depth_level,utilization_depth_score,depth_status_plain,locator_status,extraction_status,scan_scope,concept_family,concept_detail_cues,quote_candidate_status,artifact_to_change,test_to_update,not_maxed_out_because,next_close_read_action,public_claim_allowed_now
SUD-51E2B448A15C,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,method authority,Routledge Handbook of Forest Ecology,SCN-BEAFDB7F35BD,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"north america, boreal forests, temperate forests, temperate forest, north american, northern temperate",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-92B3A289F25B,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,technical mechanism,International Encyclopedia of Social & Behavioral Sciences,SCN-B527DF087E32,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"professor department, social sciences, assistant professor, associate professor, state university, political science",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-901AFC74A31D,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,adversarial model,Hybrid Intelligence for Image Analysis and Understanding,SCN-0BE6B0EE8873,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,intelligence-analysis method and warning,"image segmentation, class levels, bengal india, computer science, based algorithm, information technology",candidate_short_excerpt_selected,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-F26C19BB0576,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,evaluation standard,Encyclopedia of World History,SCN-35D72675FE8D,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"houghton mifflin, mifflin company, world history, encyclopedia world, bibliographic record, subject index",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-4C3C8CB533AE,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,counter-source or limitation,Encyclopedia of GIS,SCN-1E5B7114AEFE,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"spatial autocorrelation, state university, university minnesota, aggregate queries, computer science, minnesota minneapolis",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-040FCDCB2707,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,source-to-output bridge,Encyclopedia of GIS,SCN-1E5B7114AEFE,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"spatial autocorrelation, state university, university minnesota, aggregate queries, computer science, minnesota minneapolis",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-8CDAB9DF225C,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,method authority,Intelligence and Information Policy for National Security: Key Terms and Concepts,SCN-77C4E2894A31,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,intelligence-analysis method and warning,"national security, accessed january, department defense, information policy, accessed february, united states",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-C0DF00B24B1D,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,technical mechanism,International Encyclopedia of Social & Behavioral Sciences,SCN-B527DF087E32,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"professor department, social sciences, assistant professor, associate professor, state university, political science",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-8E9BBBB9D2DF,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,adversarial model,Encyclopedia of GIS,SCN-1E5B7114AEFE,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"spatial autocorrelation, state university, university minnesota, aggregate queries, computer science, minnesota minneapolis",candidate_short_excerpt_selected,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-29ADC3591D90,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,evaluation standard,International Encyclopedia of Social & Behavioral Sciences,SCN-B527DF087E32,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"professor department, social sciences, assistant professor, associate professor, state university, political science",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-CB5A55315C98,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,counter-source or limitation,Principles of Microeconomics,SCN-7852F76C67EA,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"demand curve, goods services, production possibilities, possibilities frontier, state university, problems applications",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-2DD6A875E1FB,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,source-to-output bridge,Art and Fear,SCN-CEEF3457F411,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"outside world, conceptual worlds, fears yourself, academic world, fears others, every artist",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-2D46CB0C0830,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",method authority,Principles of Microeconomics,SCN-7852F76C67EA,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"demand curve, goods services, production possibilities, possibilities frontier, state university, problems applications",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-A39C1F154DB7,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",technical mechanism,Encyclopedia of World History,SCN-35D72675FE8D,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"houghton mifflin, mifflin company, world history, encyclopedia world, bibliographic record, subject index",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-7FE19C5DA38A,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",adversarial model,Encyclopedia of GIS,SCN-1E5B7114AEFE,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,security strategy and institutional constraint,"spatial autocorrelation, state university, university minnesota, aggregate queries, computer science, minnesota minneapolis",candidate_short_excerpt_selected,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-55ABF28233ED,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",evaluation standard,Hybrid Intelligence for Image Analysis and Understanding,SCN-0BE6B0EE8873,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,intelligence-analysis method and warning,"image segmentation, class levels, bengal india, computer science, based algorithm, information technology",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-27420507F9E6,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",counter-source or limitation,International Encyclopedia of Social & Behavioral Sciences,SCN-B527DF087E32,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"professor department, social sciences, assistant professor, associate professor, state university, political science",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-B068F1141D92,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",source-to-output bridge,Peace Education From the Grassroots,SCN-C901CF525F07,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"peace education, ebscohost printed, printed mcgill, mcgill subject, subject https, https ebsco",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-72BF61E1CD97,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,method authority,Peace Education From the Grassroots,SCN-C901CF525F07,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"peace education, ebscohost printed, printed mcgill, mcgill subject, subject https, https ebsco",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-BF96C636B39A,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,technical mechanism,International Encyclopedia of Social & Behavioral Sciences,SCN-B527DF087E32,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"professor department, social sciences, assistant professor, associate professor, state university, political science",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-434732D61A8B,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,adversarial model,On the History of Film Style,SCN-7673360BE4C6,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"standard version, basic story, stylistic history, bardeche brasillach, version stylistic, defending defining",candidate_short_excerpt_selected,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-1C946E27DE2C,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,evaluation standard,Libraries of the Mind,SCN-542E99D0A9BF,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","invisible libraries, invisible library, mental libraries, ideal order, world library, twentieth century",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-58678868B08C,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,counter-source or limitation,Intelligence and Information Policy for National Security: Key Terms and Concepts,SCN-77C4E2894A31,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,intelligence-analysis method and warning,"national security, accessed january, department defense, information policy, accessed february, united states",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-761A9568932B,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,source-to-output bridge,Peace Education From the Grassroots,SCN-C901CF525F07,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"peace education, ebscohost printed, printed mcgill, mcgill subject, subject https, https ebsco",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-DBD3AA56C20B,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,method authority,Routledge Handbook of Forest Ecology,SCN-BEAFDB7F35BD,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"north america, boreal forests, temperate forests, temperate forest, north american, northern temperate",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-4D6C2884DDC7,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,technical mechanism,Building Imaginary Worlds,SCN-D810043A0881,QCN-D810043A0881,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","primary world, imaginary worlds, secondary world, world building, secondary worlds, imaginary world",candidate_short_excerpt_selected,"module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-F89AF465EF57,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,adversarial model,On the History of Film Style,SCN-7673360BE4C6,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"standard version, basic story, stylistic history, bardeche brasillach, version stylistic, defending defining",candidate_short_excerpt_selected,"attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.",human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-6350A283D635,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,evaluation standard,Encyclopedia of World History,SCN-35D72675FE8D,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"houghton mifflin, mifflin company, world history, encyclopedia world, bibliographic record, subject index",candidate_short_excerpt_selected,"test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-A5CDFEC38282,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,counter-source or limitation,International Encyclopedia of Social & Behavioral Sciences,SCN-B527DF087E32,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"professor department, social sciences, assistant professor, associate professor, state university, political science",candidate_short_excerpt_selected,"claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-3E4404A899D1,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,source-to-output bridge,Building Imaginary Worlds,SCN-D810043A0881,QCN-D810043A0881,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,"interpretive, narrative, or democratic-formation frame","primary world, imaginary worlds, secondary world, world building, secondary worlds, imaginary world",candidate_short_excerpt_selected,"visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-2249C17A5452,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,close-read requirement,International Encyclopedia of Social & Behavioral Sciences,SCN-B527DF087E32,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"professor department, social sciences, assistant professor, associate professor, state university, political science",candidate_short_excerpt_selected,"close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
SUD-486C70573C40,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,method authority,Encyclopedia of World History,SCN-35D72675FE8D,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,5,"A source-level short candidate excerpt exists, but project-specific claim fit, exact quotation, page/location, and context still require human verification.",candidate_file_found,extracted,capped_first_120_pages,general source strengthening,"houghton mifflin, mifflin company, world history, encyclopedia world, bibliographic record, subject index",candidate_short_excerpt_selected,"method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,human verification of exact wording and context; page/location-specific citation; artifact-level integration and before/after proof,Verify the candidate passage or select a better one; record exact page/location; revise the named output and its acceptance test.,May claim source-routed or source-cued design support. May not claim quote-level or page-specific evidentiary support until human verified.
