close_read_task_id,project_id,product_name,source_role,source_candidate,quote_candidate_id,current_depth_level,required_action,output_to_update,test_to_update,completion_evidence_required
CRT-B9A5F8759997,mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",technical mechanism,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-EAA689D60B91,mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",adversarial model,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-73DD3188E970,mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",evaluation standard,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-69B27BECCF03,mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",counter-source or limitation,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-67103F4F5C73,mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",source-to-output bridge,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-A816CC156357,mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,method authority,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-21A204FE43CE,mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,technical mechanism,Art and Fear,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-3E1C823A3E0B,mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,adversarial model,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-005928CE09F5,mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,evaluation standard,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-B7DF09C2C7A0,mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,counter-source or limitation,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-67E491615590,mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,source-to-output bridge,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-51E2B448A15C,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,method authority,Routledge Handbook of Forest Ecology,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-92B3A289F25B,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,technical mechanism,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-901AFC74A31D,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,adversarial model,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-F26C19BB0576,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,evaluation standard,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-4C3C8CB533AE,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,counter-source or limitation,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-040FCDCB2707,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,source-to-output bridge,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-8CDAB9DF225C,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,method authority,Intelligence and Information Policy for National Security: Key Terms and Concepts,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-C0DF00B24B1D,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,technical mechanism,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-8E9BBBB9D2DF,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,adversarial model,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-29ADC3591D90,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,evaluation standard,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-CB5A55315C98,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,counter-source or limitation,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2DD6A875E1FB,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,source-to-output bridge,Art and Fear,QCN-CEEF3457F411,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2D46CB0C0830,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",method authority,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-A39C1F154DB7,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",technical mechanism,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7FE19C5DA38A,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",adversarial model,Encyclopedia of GIS,QCN-1E5B7114AEFE,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-55ABF28233ED,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",evaluation standard,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-27420507F9E6,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",counter-source or limitation,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-B068F1141D92,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",source-to-output bridge,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-72BF61E1CD97,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,method authority,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-BF96C636B39A,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,technical mechanism,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-434732D61A8B,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,adversarial model,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-1C946E27DE2C,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,evaluation standard,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-58678868B08C,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,counter-source or limitation,Intelligence and Information Policy for National Security: Key Terms and Concepts,QCN-77C4E2894A31,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-761A9568932B,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,source-to-output bridge,Peace Education From the Grassroots,QCN-C901CF525F07,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-DBD3AA56C20B,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,method authority,Routledge Handbook of Forest Ecology,QCN-BEAFDB7F35BD,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-4D6C2884DDC7,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,technical mechanism,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-F89AF465EF57,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,adversarial model,On the History of Film Style,QCN-7673360BE4C6,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-6350A283D635,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,evaluation standard,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-A5CDFEC38282,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,counter-source or limitation,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-3E4404A899D1,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,source-to-output bridge,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-2249C17A5452,mb-muranoos-red-team-trancheii-handoff-2026-04-13,Surgical patch package; 12 live source snapshots + 4 patch-plane specs,close-read requirement,International Encyclopedia of Social & Behavioral Sciences,QCN-B527DF087E32,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","close-read note, citation record, passage ledger, or blocked-claim release condition",No strong citation claim is released until passage-level evidence exists.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-486C70573C40,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,method authority,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-0AF238E383CD,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,technical mechanism,Hybrid Intelligence for Image Analysis and Understanding,QCN-0BE6B0EE8873,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-410342C69C97,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,adversarial model,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-7BFE1B637C53,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,evaluation standard,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-10A91718913D,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,counter-source or limitation,Libraries of the Mind,QCN-542E99D0A9BF,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-E7DBB4682F7D,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,source-to-output bridge,Principles of Microeconomics,QCN-7852F76C67EA,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-5B58FA6A9103,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,method authority,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),QCN-58BDB1D0019B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",claim ceiling test: public claims cannot exceed built evidence,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-AA3524871FBE,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,technical mechanism,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","module contract, data contract, proof artifact, runtime trace, or failure-handling rule","The component shows how the mechanism works, not only what it is called.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-B0E00FB642A1,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,adversarial model,Building Imaginary Worlds,QCN-D810043A0881,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","attack fixture, red-team lane, defensive gate, warning condition, or replay scenario","The proof can show what the adversary does and where the system detects, absorbs, narrows, or blocks it.","close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-54BF9AC11FF8,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,evaluation standard,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),QCN-58BDB1D0019B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","test suite, acceptance criteria, scorecard, confidence rule, or release decision",A reviewer can determine whether the component passed or failed without relying on impressionistic language.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-46D9DE5E9568,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,counter-source or limitation,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),QCN-58BDB1D0019B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","claim ceiling, caveat, blocked claim, rival interpretation, or uncertainty statement",The public claim becomes more disciplined because this source was applied.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-F825AE516B96,mb-muranoos-redteam-tranche1-handoff-2026-04-15,Leanest pure-spec (16 KB); pages 11_OPEN_QUESTIONS,source-to-output bridge,Brief Answers to the Big Questions by Stephen Hawking (2021 01 02 03 51 07 UTC),QCN-58BDB1D0019B,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","visible public copy, proof engine behavior, chapter decision, module field, or exported artifact",A before/after or trace record shows source material changing a concrete output.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
CRT-8BDDB634CC19,mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,method authority,Encyclopedia of World History,QCN-35D72675FE8D,L5_source_level_machine_quote_candidate,"Human close read: verify bibliographic identity, exact passage wording, context, location, and how the passage changes the project artifact.","method rule, stage design, instrument behavior, or analytic procedure",A reviewer can identify the source-derived rule and see where the component enforces it.,"close-read note, exact citation location, before/after artifact diff, and updated claim ceiling"
