sequence,project_id,slug,project_name,status,instrument_count,acceptance_count,all_instruments_passed,all_acceptance_passed,package_workbench_built,package_operational_slice_built,full_underlying_system_complete,pass,receipt_sha256,url
187,mb-muranoos-red-team-proper-handoff-2026-04-15,mb-muranoos-red-team-proper-handoff-2026-04-15,Triple-layer (zip+tree+addendum); 3-pass ledger,acceptance_checked,4,4,True,True,True,True,False,True,b7f5d342020e9cc803ce416706f39dcc81d5883e4257b1a7dc7e1298503c1f62,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-2026-04-15/index.html
188,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,mb-muranoos-red-team-proper-handoff-archive-2026-04-13,First fully-exploded Master_Package tree; Baltic Grey Zone materials,acceptance_checked,4,4,True,True,True,True,False,True,fe911c750d93cca021307e89d6ebd154735a4250889e402f0d02e008431a111f,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-archive-2026-04-13/index.html
189,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,mb-muranoos-red-team-proper-handoff-archive-2026-04-15,Largest (148 files); replay_overlay/ pinned to HEAD 039f2cd...; deterministic replay,acceptance_checked,4,4,True,True,True,True,False,True,6d01c540d41c3b4e339cf22573c899b6785c031e5906392ea1332f9508e6430e,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-archive-2026-04-15/index.html
190,mb-muranoos-red-team-proper-handoff-package-2026-04-11,mb-muranoos-red-team-proper-handoff-package-2026-04-11,Only one with 07_Derivative_Handoff/; richest SQL DDL,acceptance_checked,4,4,True,True,True,True,False,True,fe6585ae50a925ea9d842e159e4d67998837a48861c57d5e3abe0b0bfc15b048,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-package-2026-04-11/index.html
191,mb-muranoos-red-team-proper-handoff-packet-2026-04-11,mb-muranoos-red-team-proper-handoff-packet-2026-04-11,"Smallest implementation-sufficient; flat 14-doc root; ""RT_PHASE_II_PLUS_WORKFLOW_A""",acceptance_checked,4,4,True,True,True,True,False,True,cfc592bfe4aafaa5547aa879e2c43600cce760c913bda16c237f520e0afd0cfc,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-packet-2026-04-11/index.html
192,mb-muranoos-red-team-proper-handoff-pass-02-done,mb-muranoos-red-team-proper-handoff-pass-02-done,Judgment/status pass; L-01..L-04 non-blocking limitations,acceptance_checked,4,4,True,True,True,True,False,True,d40f512fd6b3341e45d32470dbcdfe3d3ff5799455e5a6f6cb2665b4ccec57e1,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-pass-02-done/index.html
193,mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,mb-muranoos-red-team-proper-handoff-pass1-2026-04-15,"specs/ folder: Rust param structs, SQL DDL, TS workspace contract; ""Analytical Core Expansion A""",acceptance_checked,4,4,True,True,True,True,False,True,18696a9703bc5ba06fc9e7c4f79063e0a69cbec810f6bca553b54f3a8ae9aead,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-pass1-2026-04-15/index.html
194,mb-muranoos-red-team-proper-handoff-zip-2026-04-11,mb-muranoos-red-team-proper-handoff-zip-2026-04-11,Committed Step 1 patch: unified diff + bundled zip + 8 Tauri commands,acceptance_checked,4,4,True,True,True,True,False,True,54c921f0f960731d5323b9814d993a6b066d3c497528def2d0337052ba338317,room_project_workbenches/projects/mb-muranoos-red-team-proper-handoff-zip-2026-04-11/index.html
195,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14,Terminal packaging; full Refraction Chamber world design; --rt-* CSS namespace,acceptance_checked,4,4,True,True,True,True,False,True,b50ba94866f3b043d64f8ff3d151d7d2c5a15dd4bbdcf46a248ecfadf2415285,room_project_workbenches/projects/mb-muranoos-red-team-refraction-chamber-final-handoff-2026-04-14/index.html
196,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14,Actual code patch: 170 KB unified diff + changed files,acceptance_checked,4,4,True,True,True,True,False,True,7a0a3b840fe935311e9b499aa5f357890c630f9d51d590f2e7f089ebfc091d9f,room_project_workbenches/projects/mb-muranoos-red-team-tranche-alpha-handoff-2026-04-14/index.html
197,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15,"Most self-contained; ""Analytical Memory and Provenance Spine""; 14 new commands",acceptance_checked,4,4,True,True,True,True,False,True,2c219adde50ed8f9d17e5d42738d41919c395f907405ed9ca4cc32b618467b12,room_project_workbenches/projects/mb-muranoos-red-team-tranche-ii-handoff-pack-2026-04-15/index.html
198,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,mb-muranoos-red-team-tranche1-handoff-package-2026-04-11,Leanest blueprint-only; only with named rollback doc,acceptance_checked,4,4,True,True,True,True,False,True,59a6d166f15cb6d91aedfd5346bf1baf7cfc1ad8d6fe0f3a17d00352520c96e4,room_project_workbenches/projects/mb-muranoos-red-team-tranche1-handoff-package-2026-04-11/index.html
199,mb-muranoos-redteam-rc1-2026-04-14,mb-muranoos-redteam-rc1-2026-04-14,RC1 wrapper; front-loaded 00_RC_Handoff/,acceptance_checked,4,4,True,True,True,True,False,True,fbac3f8f037ae3d741af08ad0ae8aca86e6e2cdd4f644b68f412a278e7c6faf5,room_project_workbenches/projects/mb-muranoos-redteam-rc1-2026-04-14/index.html
200,mb-muranoos-redteamlab-handoff-package-v1,mb-muranoos-redteamlab-handoff-package-v1,Stub TSX/Rust + Blocker Register + Assumption Quarantine Ledger,acceptance_checked,4,4,True,True,True,True,False,True,936c90a67f5dd405207772ac53fd17509be3bad29969d01cbf3f103804fa3626,room_project_workbenches/projects/mb-muranoos-redteamlab-handoff-package-v1/index.html
201,mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,mb-muranoos-redteamlab-proper-handoff-package-2026-04-11,"Frozen ""Durable Analytical Core""; 12/13-field models per surface",acceptance_checked,4,4,True,True,True,True,False,True,6c4d340a6cb4d0bb17187157a61bc00fa058c895c522ea109fdaaff993b7d6ab,room_project_workbenches/projects/mb-muranoos-redteamlab-proper-handoff-package-2026-04-11/index.html
202,mb-wargaming-handoff-pass1,mb-wargaming-handoff-pass1,Full portfolio build: 2 casefiles + 8-work product wargame product + 7 interview drills,acceptance_checked,4,4,True,True,True,True,False,True,f1598f9b1c0946e129da1b94729ac2bbd36fcab1e80f227b44201f895d07d3e7,room_project_workbenches/projects/mb-wargaming-handoff-pass1/index.html
203,native-applied-history-lab,native-applied-history-lab,Applied History Lab,acceptance_checked,4,4,True,True,True,True,False,True,a10714627081f4ffde47cbd1a77c2704279572e1ba39d2fd964887c0365b0c0a,room_project_workbenches/projects/native-applied-history-lab/index.html
204,native-emt,native-emt,Emergency Triage Simulator,acceptance_checked,4,3,True,True,True,True,False,True,4b0f3a046f6f1fbb787298d70df6403eaf73bd5bf9c850e95816c4fe9a7ed078,room_project_workbenches/projects/native-emt/index.html
205,native-habitat,native-habitat,Volunteer Build-Day Coordination,acceptance_checked,4,3,True,True,True,True,False,True,7db6c279d652299b14a3fd42506ceba705c439dd01baa39c2c7f1b0978732304,room_project_workbenches/projects/native-habitat/index.html
206,native-master-bundle-pages,native-master-bundle-pages,Master Bundle Pages,acceptance_checked,4,4,True,True,True,True,False,True,91a143bc5091f976a524b0329901abfd55ae24f26accedd14b816cff45adb53b,room_project_workbenches/projects/native-master-bundle-pages/index.html
207,native-pharm,native-pharm,Vaccine Distribution Planner,acceptance_checked,4,3,True,True,True,True,False,True,c6c66e39294ffefe1b8a270e7ab7c2d738dd2d1d3153ce094ab9c658b8f2958a,room_project_workbenches/projects/native-pharm/index.html
208,native-respite,native-respite,Recovery Respite Facility Operations,acceptance_checked,4,3,True,True,True,True,False,True,1f45896ce68bf5b3a53407d23fac9debe5ae5a88aa48388a7796da7d6cf8f325,room_project_workbenches/projects/native-respite/index.html
209,native-uscri,native-uscri,Refugee Resettlement Resource Allocation,acceptance_checked,4,3,True,True,True,True,False,True,0cd0c2a544e0d6a9baca9ab18a35e2706cd2876ee6afa122145c559864fa91e3,room_project_workbenches/projects/native-uscri/index.html
210,project-hardening,project-hardening,"Quality Review - checking project claims against evidence, scope, and readiness",acceptance_checked,4,3,True,True,True,True,False,True,006588e2f763352fdecf92024f1eb07c22c8a6fad34671b8f14db4e950ec65dc,room_project_workbenches/projects/project-hardening/index.html
211,mb-ci-red-cell-handoff,mb-ci-red-cell-handoff,CI red-cell methods reference architecture (post-integrity-correction rebuild),acceptance_checked,4,4,True,True,True,True,False,True,9dcdd1eee85d154d1f0df94ca15dd7e1d82cbcfe17ea81a163796d544bf59a12,room_project_workbenches/projects/mb-ci-red-cell-handoff/index.html
212,mb-glass-hearth-muranoos-handoff-package-2026-04-15,mb-glass-hearth-muranoos-handoff-package-2026-04-15,Glass Hearth,acceptance_checked,4,4,True,True,True,True,False,True,25ab36052ed216e9e91a11352531e5cc5fc2cfaad947e39d580b03b30825574b,room_project_workbenches/projects/mb-glass-hearth-muranoos-handoff-package-2026-04-15/index.html
213,mb-murano-chamber-handoff,mb-murano-chamber-handoff,Chamber of Refractions,acceptance_checked,4,4,True,True,True,True,False,True,cac6f01d235b06b9da43c011ba0be394866de5f48037fedadcbcdb34a9e9d11a,room_project_workbenches/projects/mb-murano-chamber-handoff/index.html
214,mb-murano-chamber-of-record-handoff,mb-murano-chamber-of-record-handoff,Chamber of Record,acceptance_checked,4,4,True,True,True,True,False,True,16259b73cf66ffd7629665264fa96efee773a53b92ed81841d8d7f363a0d3f58,room_project_workbenches/projects/mb-murano-chamber-of-record-handoff/index.html
215,mb-murano-codex-prism-handoff-v1,mb-murano-codex-prism-handoff-v1,Codex Prism,acceptance_checked,4,4,True,True,True,True,False,True,88e9830536605530ac0e55b22495cd78aeac540efea640fb6685562f80992411,room_project_workbenches/projects/mb-murano-codex-prism-handoff-v1/index.html
216,mb-murano-house-of-light-and-doom-handoff-v1,mb-murano-house-of-light-and-doom-handoff-v1,House of Light and Doom,acceptance_checked,4,4,True,True,True,True,False,True,591ed2d1af13c51abb850a743322577a723b2dbac17de1d8b725eefa8929f64e,room_project_workbenches/projects/mb-murano-house-of-light-and-doom-handoff-v1/index.html
217,mb-murano-os-annealed-refraction-chamber-handoff-done,mb-murano-os-annealed-refraction-chamber-handoff-done,Annealed Refraction Chamber,acceptance_checked,4,4,True,True,True,True,False,True,8b8e461777c8a714e4c899289b3f88dcd8a64019a9992c553201d177c3984771,room_project_workbenches/projects/mb-murano-os-annealed-refraction-chamber-handoff-done/index.html
218,mb-murano-os-glass-station-handoff,mb-murano-os-glass-station-handoff,Glass Station,acceptance_checked,4,4,True,True,True,True,False,True,b868be39fee943f76a69d1d2abb85215eafd3f9c766c7cb8f2229de2e2dda282,room_project_workbenches/projects/mb-murano-os-glass-station-handoff/index.html
219,mb-murano-os-handoff-2026,mb-murano-os-handoff-2026,Doctrine Forge Codex,acceptance_checked,4,4,True,True,True,True,False,True,3bab77f0e5cd1626555aaac83cdc5b356f2b3ce3593448934cf67f60b2d76398,room_project_workbenches/projects/mb-murano-os-handoff-2026/index.html
220,mb-murano-os-lossless-study-room-handoff,mb-murano-os-lossless-study-room-handoff,Lossless Study Room,acceptance_checked,4,4,True,True,True,True,False,True,0c834ef6ebf45858ee9218211ae00cbe64051c6187192f8b360237c161c7c723,room_project_workbenches/projects/mb-murano-os-lossless-study-room-handoff/index.html
221,mb-murano-os-prism-foundry-handoff,mb-murano-os-prism-foundry-handoff,Prism Foundry,acceptance_checked,4,4,True,True,True,True,False,True,de308c0daf5285427f9b2aee8b54f457369a483d4baea733ee11a3411c1d4abf,room_project_workbenches/projects/mb-murano-os-prism-foundry-handoff/index.html
222,mb-murano-os-prism-scriptorium-handoff-v1,mb-murano-os-prism-scriptorium-handoff-v1,Prism Scriptorium,acceptance_checked,4,4,True,True,True,True,False,True,32835d08277466f2855e18726eabf1fa8cb1ef994a9db1a1132077b179bbe720,room_project_workbenches/projects/mb-murano-os-prism-scriptorium-handoff-v1/index.html
223,mb-murano-os-rhetorium-proper-handoff-done-v1,mb-murano-os-rhetorium-proper-handoff-done-v1,Rhetorium,acceptance_checked,4,4,True,True,True,True,False,True,c3230a8d8e06ec976dc3b5c30832870208005e473ff188e36aeedbfcd95ea64d,room_project_workbenches/projects/mb-murano-os-rhetorium-proper-handoff-done-v1/index.html
224,mb-murano-os-warrant-chamber-handoff-v1,mb-murano-os-warrant-chamber-handoff-v1,Warrant Chamber,acceptance_checked,4,4,True,True,True,True,False,True,bcd5178c0fa1982ceabd0aae5379854f4879728be3aa9a41bc9f7b8a6dd0a9b3,room_project_workbenches/projects/mb-murano-os-warrant-chamber-handoff-v1/index.html
225,mb-murano-prismatic-agora-handoff-v1-0-done,mb-murano-prismatic-agora-handoff-v1-0-done,Prismatic Agora,acceptance_checked,4,4,True,True,True,True,False,True,14f5a0a0ca81e99e713f7a86e9ce6c25d1cf675f9bd8793dce9c6d2215e5cf90,room_project_workbenches/projects/mb-murano-prismatic-agora-handoff-v1-0-done/index.html
226,mb-murano-reflexive-control-chamber-pass3,mb-murano-reflexive-control-chamber-pass3,Reflexive Control Chamber,acceptance_checked,4,4,True,True,True,True,False,True,f1e649913bc12efbabf32b42bc467ea07487fcab9b30a3301b2469132fbb6ca1,room_project_workbenches/projects/mb-murano-reflexive-control-chamber-pass3/index.html
227,mb-murano-room-handoff-v1,mb-murano-room-handoff-v1,Room template v1,acceptance_checked,4,4,True,True,True,True,False,True,d5998be396ffbd9eebc19034c6b0a8bb725fea3934e99eb4b7c77d3e76d1805d,room_project_workbenches/projects/mb-murano-room-handoff-v1/index.html
228,mb-murano-speechcraft-studio-handoff,mb-murano-speechcraft-studio-handoff,Speechcraft Studio,acceptance_checked,4,4,True,True,True,True,False,True,b41f1493a65f1653bf5bd6b28119e0c7fcfaa55cc575fef98d0d0902d95ce570,room_project_workbenches/projects/mb-murano-speechcraft-studio-handoff/index.html
229,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11,Bias Atlas,acceptance_checked,4,4,True,True,True,True,False,True,b70867ac2dd49975811ec459410998edaeb1fce9c111f401df5041625cd2e1bd,room_project_workbenches/projects/mb-muranoos-bias-atlas-conversation-to-murano-handoff-archive-2026-04-11/index.html
230,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14,Briefing Forge,acceptance_checked,4,4,True,True,True,True,False,True,a99d8aafdec22717665cf000c8ce5cfa13fa62598981fa8252a17f68e95a4325,room_project_workbenches/projects/mb-muranoos-briefing-forge-proper-handoff-archive-2026-04-14/index.html
231,mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15,Dialectic Lab,acceptance_checked,4,4,True,True,True,True,False,True,a4e78665022402b2e6860f3a3c8b6ed0f502bc1d4a40e72ab33c546fc198cf13,room_project_workbenches/projects/mb-muranoos-dialectic-lab-handoff-pack-pass-2-2026-04-15/index.html
232,mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11,Failure Doctrine Lab,acceptance_checked,4,4,True,True,True,True,False,True,99b904f0f065fddb54cfa625b8061ace6b7e0bd62c74d0c0ce06bd57ef322d79,room_project_workbenches/projects/mb-muranoos-failure-doctrine-lab-handoff-pack-2026-04-11/index.html
233,mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13,Fifth Dimension,acceptance_checked,4,4,True,True,True,True,False,True,96f6156a6e3526ebb4f5b4bc6c3dbb72ea4344327e118270db6319e1586b0da7,room_project_workbenches/projects/mb-muranoos-fifth-dimension-lossless-continuation-archive-2026-04-13/index.html
234,mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11,Glass Scriptorium,acceptance_checked,4,4,True,True,True,True,False,True,3aafc84275b42559446c45c3c16506ba9092973c47b6d4bcfc174fde477a1da9,room_project_workbenches/projects/mb-muranoos-glass-scriptorium-proper-handoff-archive-2026-04-11/index.html
235,mb-muranoos-glassworksofcorrespondence-handoff-v0-1,mb-muranoos-glassworksofcorrespondence-handoff-v0-1,Glassworks of Correspondence,acceptance_checked,4,4,True,True,True,True,False,True,53a0b93b23a3afafa7097795174ddd543a8efc7d19de08841e0f4eb05e984314,room_project_workbenches/projects/mb-muranoos-glassworksofcorrespondence-handoff-v0-1/index.html
236,mb-muranoos-handoff-pack-v3-1,mb-muranoos-handoff-pack-v3-1,* META: the Protocol v3.1 itself - consumed by every MuranoOS room handoff,acceptance_checked,4,4,True,True,True,True,False,True,f3fd68d7631e68c46fec265024833ae3e8441a58b71068cb8534c00ec925d185,room_project_workbenches/projects/mb-muranoos-handoff-pack-v3-1/index.html
237,mb-muranoos-handoff-pass3-done,mb-muranoos-handoff-pass3-done,CI Tradecraft Chamber,acceptance_checked,4,4,True,True,True,True,False,True,cbf909fbd9ca0630dd79ed65d7d776f37307b351c486c020210d00f53edb8d1d,room_project_workbenches/projects/mb-muranoos-handoff-pass3-done/index.html
238,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0,Human Terrain & Statecraft,acceptance_checked,4,4,True,True,True,True,False,True,5527db1f9012601b869219c27886cbc0d66d87a40f08db3e8bb2489a2179e5cf,room_project_workbenches/projects/mb-muranoos-human-terrain-statecraft-proper-handoff-archive-v1-0/index.html
239,mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,mb-muranoos-prism-chamber-murano-ready-package-2026-04-14,Prism Chamber,acceptance_checked,4,4,True,True,True,True,False,True,bb3c2824769fa8fa5ff70e32383a0696eb2782303db2d1916f525f96662c629d,room_project_workbenches/projects/mb-muranoos-prism-chamber-murano-ready-package-2026-04-14/index.html
240,mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,mb-muranoos-script-atelier-handoff-package-v0-2026-04-17,Script Atelier (v0),acceptance_checked,4,4,True,True,True,True,False,True,f7443b1aeb0d5b0e5310dfadfee2f2cbb19d9cc0e15e69a46ad1c71e1faf6dcc,room_project_workbenches/projects/mb-muranoos-script-atelier-handoff-package-v0-2026-04-17/index.html
241,mb-muranoos-the-interval-handoff-v0-1,mb-muranoos-the-interval-handoff-v0-1,The Interval (remote violence),acceptance_checked,4,4,True,True,True,True,False,True,65663a16d22fe07e3dc27b20fdf83d78b063d5056d244c877141768a9280b884,room_project_workbenches/projects/mb-muranoos-the-interval-handoff-v0-1/index.html
242,mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11,Tradecraft Foundry,acceptance_checked,4,4,True,True,True,True,False,True,cc19da15030f6d43d91cda95a8521d9ed0b20457c32558f96d3896099bfc7c59,room_project_workbenches/projects/mb-muranoos-tradecraft-foundry-handoff-package-2026-04-11/index.html
243,mb-muranoos-western-myth-codex-phase-i-stub-pack,mb-muranoos-western-myth-codex-phase-i-stub-pack,Western Myth Codex,acceptance_checked,4,4,True,True,True,True,False,True,cbc2956891de0bb99f6f96e89903f043b3b0d6bc846b5ef270a55d258f29ffd5,room_project_workbenches/projects/mb-muranoos-western-myth-codex-phase-i-stub-pack/index.html
